Province,District,LocalMunicipality,Name,Longitude,Latitude,ContactPerson,Address,OrgUnitType
Eastern Cape,ec Alfred Nzo District Municipality,ec Matatiele Local Municipality,ec Matatiele EMS Station,28.82022,-30.348,,"Main Street, Matatiele, Private Bag X836",EMS Station
Eastern Cape,ec Alfred Nzo District Municipality,ec Mbizana Local Municipality,ec Bizana EMS Station,29.854648,-30.8621,,,EMS Station
Eastern Cape,ec Alfred Nzo District Municipality,ec Mbizana Local Municipality,ec Mzamba EMS Station,30.183295,-31.0781,,,EMS Station
Eastern Cape,ec Alfred Nzo District Municipality,ec Ntabankulu Local Municipality,ec Sipetu EMS Station,29.18,-31.09,,,EMS Station
Eastern Cape,ec Alfred Nzo District Municipality,ec Ntabankulu Local Municipality,ec Tabankulu EMS Station,29.29,-30.96,,,EMS Station
Eastern Cape,ec Alfred Nzo District Municipality,ec Umzimvubu Local Municipality,ec Mount Ayliff EMS Station,29.37102,-30.7977,,,EMS Station
Eastern Cape,ec Alfred Nzo District Municipality,ec Umzimvubu Local Municipality,ec Mount Frere EMS Station,28.99,-30.9,,,EMS Station
Eastern Cape,ec Amathole District Municipality,ec Amahlathi Local Municipality,ec Cathcart EMS Station,27.143,-32.298,,,EMS Station
Eastern Cape,ec Amathole District Municipality,ec Amahlathi Local Municipality,ec Keiskammahoek EMS Station,27.13396,-32.6835,,,EMS Station
Eastern Cape,ec Amathole District Municipality,ec Amahlathi Local Municipality,ec Stutterheim EMS Station,27.42,-32.56,,,EMS Station
Eastern Cape,ec Amathole District Municipality,ec Great Kei Local Municipality,ec Komga EMS Station,27.89576,-32.576,,,EMS Station
Eastern Cape,ec Amathole District Municipality,ec Mbhashe Local Municipality,ec Willowvale EMS Station,28.498,-32.265,,,EMS Station
Eastern Cape,ec Amathole District Municipality,ec Mnquma Local Municipality,ec Butterworth EMS Station,28.138,-32.332,,,EMS Station
Eastern Cape,ec Amathole District Municipality,ec Ngqushwa Local Municipality,ec Peddie EMS Station,27.132,-33.21,,,EMS Station
Eastern Cape,ec Amathole District Municipality,ec Raymond Mhlaba Local Municipality,ec Adelaide EMS Station,26.294,-32.699,,,EMS Station
Eastern Cape,ec Amathole District Municipality,ec Raymond Mhlaba Local Municipality,ec Bedford EMS Station,26.083139,-32.6762,,,EMS Station
Eastern Cape,ec Amathole District Municipality,ec Raymond Mhlaba Local Municipality,ec Fort Beaufort EMS Station,26.634,-32.781,,,EMS Station
Eastern Cape,ec Amathole District Municipality,ec Raymond Mhlaba Local Municipality,ec Victoria EMS Station,26.846,-32.775,,,EMS Station
Eastern Cape,ec Buffalo City Metropolitan Municipality,ec Buffalo City Health sub-District,ec East London EMS Station,27.89822,-32.9785,,,EMS Station
Eastern Cape,ec Buffalo City Metropolitan Municipality,ec Buffalo City Health sub-District,ec Grey EMS Station,27.39,-32.87,,,EMS Station
Eastern Cape,ec Buffalo City Metropolitan Municipality,ec Buffalo City Health sub-District,ec Mdantsane EMS Station,27.74,-32.92,,,EMS Station
Eastern Cape,ec Chris Hani District Municipality,ec Emalahleni Local Municipality,ec Dordrecht EMS Station,27.044,-31.391,,,EMS Station
Eastern Cape,ec Chris Hani District Municipality,ec Emalahleni Local Municipality,ec Indwe EMS Station,27.34042,-31.4683,,,EMS Station
Eastern Cape,ec Chris Hani District Municipality,ec Emalahleni Local Municipality,ec Lady Frere EMS Station,27.199,-31.719,,,EMS Station
Eastern Cape,ec Chris Hani District Municipality,ec Engcobo Local Municipality,ec Ngcobo EMS Station,28.005,-31.678,,,EMS Station
Eastern Cape,ec Chris Hani District Municipality,ec Enoch Mgijima Local Municipality,ec Hewu EMS Station,26.805,-32.172,,,EMS Station
Eastern Cape,ec Chris Hani District Municipality,ec Enoch Mgijima Local Municipality,ec Hofmeyer EMS Station,25.805,-31.654,,,EMS Station
Eastern Cape,ec Chris Hani District Municipality,ec Enoch Mgijima Local Municipality,ec Ilinge EMS Station,27.04,-31.977,,,EMS Station
Eastern Cape,ec Chris Hani District Municipality,ec Enoch Mgijima Local Municipality,ec Molteno EMS Station,26.355,-31.391,,,EMS Station
Eastern Cape,ec Chris Hani District Municipality,ec Enoch Mgijima Local Municipality,ec Queenstown EMS Station,26.90854,-31.9225,,,EMS Station
Eastern Cape,ec Chris Hani District Municipality,ec Enoch Mgijima Local Municipality,ec Sterkstroom EMS Station,26.553,-31.553,,,EMS Station
Eastern Cape,ec Chris Hani District Municipality,ec Enoch Mgijima Local Municipality,ec Tarkastad EMS Station,26.259,-32.01,,,EMS Station
Eastern Cape,ec Chris Hani District Municipality,ec Enoch Mgijima Local Municipality,ec Thornhill EMS Station,26.613,-31.987,,,EMS Station
Eastern Cape,ec Chris Hani District Municipality,ec Intsika Yethu Local Municipality,ec Cofimvaba EMS Station,27.583,-32.011,,,EMS Station
Eastern Cape,ec Chris Hani District Municipality,ec Intsika Yethu Local Municipality,ec Ncora EMS Station,27.74,-31.818,,,EMS Station
Eastern Cape,ec Chris Hani District Municipality,ec Intsika Yethu Local Municipality,ec Tsomo EMS Station,27.82,-32.038,,,EMS Station
Eastern Cape,ec Chris Hani District Municipality,ec Inxuba Yethemba Local Municipality,ec Cradock EMS Station,25.622,-32.167,,,EMS Station
Eastern Cape,ec Chris Hani District Municipality,ec Inxuba Yethemba Local Municipality,ec Middelburg EMS Station,25.008,-31.495,,,EMS Station
Eastern Cape,ec Chris Hani District Municipality,ec Sakhisizwe Local Municipality,ec Cala EMS Station,27.682,-31.522,,,EMS Station
Eastern Cape,ec Chris Hani District Municipality,ec Sakhisizwe Local Municipality,ec Elliot EMS Station,27.837,-31.337,,,EMS Station
Eastern Cape,ec Joe Gqabi District Municipality,ec Elundini Local Municipality,ec Maclear EMS Station,28.347,-31.075,,,EMS Station
Eastern Cape,ec Joe Gqabi District Municipality,ec Elundini Local Municipality,ec Tayler Bequest EMS Station,28.509,-30.689,,"Hospital St, Mount Fletcher, 4770",EMS Station
Eastern Cape,ec Joe Gqabi District Municipality,ec Senqu Local Municipality,ec Barkly East EMS Station,27.594,-30.972,,,EMS Station
Eastern Cape,ec Joe Gqabi District Municipality,ec Senqu Local Municipality,ec Lady Grey EMS Station,25.819,-31.29,,,EMS Station
Eastern Cape,ec Joe Gqabi District Municipality,ec Senqu Local Municipality,ec Sterkspruit EMS Station,27.532,-30.454,,,EMS Station
Eastern Cape,ec Joe Gqabi District Municipality,ec Walter Sisulu Local Municipality,ec Aliwal North EMS Station,26.707,-30.696,,,EMS Station
Eastern Cape,ec Joe Gqabi District Municipality,ec Walter Sisulu Local Municipality,ec Burgersdorp EMS Station,26.332,-30.994,,,EMS Station
Eastern Cape,ec Joe Gqabi District Municipality,ec Walter Sisulu Local Municipality,ec Jamestown EMS Station,26.807,-31.123,,,EMS Station
Eastern Cape,ec Joe Gqabi District Municipality,ec Walter Sisulu Local Municipality,ec Steynsburg EMS Station,25.811,-31.296,,,EMS Station
Eastern Cape,ec Joe Gqabi District Municipality,ec Walter Sisulu Local Municipality,ec Venterstad EMS Station,25.796,-30.778,,,EMS Station
Eastern Cape,ec Nelson Mandela Bay Municipality,ec Nelson Mandela A Health sub-District,ec Motherwell EMS Station,25.597,-33.811,,,EMS Station
Eastern Cape,ec Nelson Mandela Bay Municipality,ec Nelson Mandela B Health sub-District,ec Despatch EMS Station,25.470391,-33.8029,,,EMS Station
Eastern Cape,ec Nelson Mandela Bay Municipality,ec Nelson Mandela B Health sub-District,ec Uitenhage EMS Station,25.406,-33.741,,,EMS Station
Eastern Cape,ec Nelson Mandela Bay Municipality,ec Nelson Mandela C Health sub-District,ec Port Elizabeth EMS Station,25.59,-33.95,,,EMS Station
Eastern Cape,ec Oliver Tambo District Municipality,ec Ingquza Hill Local Municipality,ec Flagstaff EMS Station,29.496,-31.08,,,EMS Station
Eastern Cape,ec Oliver Tambo District Municipality,ec Ingquza Hill Local Municipality,ec Lusikisiki EMS Station,29.572,-31.374,,,EMS Station
Eastern Cape,ec Oliver Tambo District Municipality,ec King Sabata Dalindyebo Local Municipality,ec Mqanduli EMS Station,28.765,-31.823,,,EMS Station
Eastern Cape,ec Oliver Tambo District Municipality,ec King Sabata Dalindyebo Local Municipality,ec Mthatha EMS Station,28.77493,-31.5911,,,EMS Station
Eastern Cape,ec Oliver Tambo District Municipality,ec Mhlontlo Local Municipality,ec Qumbu EMS Station,28.869,-31.167,,,EMS Station
Eastern Cape,ec Oliver Tambo District Municipality,ec Mhlontlo Local Municipality,ec Tsolo EMS Station,28.758,-31.307,,,EMS Station
Eastern Cape,ec Oliver Tambo District Municipality,ec Nyandeni Local Municipality,ec Libode EMS Station,29.016,-31.545,,,EMS Station
Eastern Cape,ec Oliver Tambo District Municipality,ec Nyandeni Local Municipality,ec Ngqeleni EMS Station,28.841,-31.624,,,EMS Station
Eastern Cape,ec Oliver Tambo District Municipality,ec Port St Johns Local Municipality,ec Port St Johns EMS Station,29.545,-31.632,,,EMS Station
Eastern Cape,ec Sarah Baartman District Municipality,ec Blue Crane Route Local Municipality,ec Cookhouse EMS Station,25.81,-32.74,,,EMS Station
Eastern Cape,ec Sarah Baartman District Municipality,ec Blue Crane Route Local Municipality,ec Pearston EMS Station,25.12,-32.57,,,EMS Station
Eastern Cape,ec Sarah Baartman District Municipality,ec Blue Crane Route Local Municipality,ec Somerset East EMS Station,25.58,-32.71,,,EMS Station
Eastern Cape,ec Sarah Baartman District Municipality,ec Dr Beyers Naud������ Local Municipality,ec Aberdeen EMS Station,24.06093,-32.4862,,,EMS Station
Eastern Cape,ec Sarah Baartman District Municipality,ec Dr Beyers Naud������ Local Municipality,ec Graaff-Reinet EMS Station,24.55239,-32.2728,,,EMS Station
Eastern Cape,ec Sarah Baartman District Municipality,ec Dr Beyers Naud������ Local Municipality,ec Jansenville EMS Station,24.66,-32.94,,,EMS Station
Eastern Cape,ec Sarah Baartman District Municipality,ec Dr Beyers Naud������ Local Municipality,ec Klipplaat EMS Station,24.33,-33.02,,,EMS Station
Eastern Cape,ec Sarah Baartman District Municipality,ec Dr Beyers Naud������ Local Municipality,ec Steytlerville EMS Station,24.34,-33.33,,,EMS Station
Eastern Cape,ec Sarah Baartman District Municipality,ec Dr Beyers Naud������ Local Municipality,ec Willowmore EMS Station,23.46,-33.3,,,EMS Station
Eastern Cape,ec Sarah Baartman District Municipality,ec Kouga Local Municipality,ec Humansdorp EMS Station,24.78144,-34.0302,,,EMS Station
Eastern Cape,ec Sarah Baartman District Municipality,ec Kouga Local Municipality,ec Jeffreys Bay EMS Station,24.918,-34.028,,,EMS Station
Eastern Cape,ec Sarah Baartman District Municipality,ec Kouga Local Municipality,ec Patensie EMS Station,24.81,-33.758,,,EMS Station
Eastern Cape,ec Sarah Baartman District Municipality,ec Kou-Kamma Local Municipality,ec Joubertina EMS Station,23.864,-33.826,,,EMS Station
Eastern Cape,ec Sarah Baartman District Municipality,ec Kou-Kamma Local Municipality,ec Kareedouw EMS Station,24.306,-33.952,,,EMS Station
Eastern Cape,ec Sarah Baartman District Municipality,ec Kou-Kamma Local Municipality,ec Sanddrift EMS Station,23.97,-33.99,,,EMS Station
Eastern Cape,ec Sarah Baartman District Municipality,ec Makana Local Municipality,ec Alicedale EMS Station,26.09,-33.317,,,EMS Station
Eastern Cape,ec Sarah Baartman District Municipality,ec Makana Local Municipality,ec Grahamstown EMS Station,26.552,-33.317,,,EMS Station
Eastern Cape,ec Sarah Baartman District Municipality,ec Ndlambe Local Municipality,ec Alexandria EMS Station,26.414,-33.651,,,EMS Station
Eastern Cape,ec Sarah Baartman District Municipality,ec Ndlambe Local Municipality,ec Bushmans EMS Station,26.644729,-33.6778,,,EMS Station
Eastern Cape,ec Sarah Baartman District Municipality,ec Ndlambe Local Municipality,ec Port Alfred EMS Station,26.883,-33.594,,,EMS Station
Eastern Cape,ec Sarah Baartman District Municipality,ec Sundays River Valley Local Municipality,ec Addo EMS Station,25.69029,-33.5476,,,EMS Station
Eastern Cape,ec Sarah Baartman District Municipality,ec Sundays River Valley Local Municipality,ec Kirkwood EMS Station,25.442,-33.4,,,EMS Station
Eastern Cape,ec Sarah Baartman District Municipality,ec Sundays River Valley Local Municipality,ec Paterson EMS Station,25.974,-33.439,,,EMS Station
Free State,fs Fezile Dabi District Municipality,fs Mafube Local Municipality,fs Frankfort EMS Station,28.50023,-27.2788,,,EMS Station
Free State,fs Fezile Dabi District Municipality,fs Mafube Local Municipality,fs Frankfort Private EMS Station,28.5000074,-27.2774,,,EMS Station
Free State,fs Fezile Dabi District Municipality,fs Mafube Local Municipality,fs Villiers EMS Station,28.597,-27.029,,,EMS Station
Free State,fs Fezile Dabi District Municipality,fs Mafube Local Municipality,fs Villiers Private EMS Station,28.5992,-27.0259,,,EMS Station
Free State,fs Fezile Dabi District Municipality,fs Metsimaholo Local Municipality,fs Sasolburg EMS Station,27.82757,-26.8014,,,EMS Station
Free State,fs Fezile Dabi District Municipality,fs Metsimaholo Local Municipality,fs Sasolburg Private EMS Station,27.823888,-26.8115,,,EMS Station
Free State,fs Fezile Dabi District Municipality,fs Moqhaka Local Municipality,fs Kroonstad EMS Station,27.21355,-27.6425,,,EMS Station
Free State,fs Fezile Dabi District Municipality,fs Moqhaka Local Municipality,fs Kroonstad Private EMS Station,27.230361,-27.6531,,,EMS Station
Free State,fs Fezile Dabi District Municipality,fs Moqhaka Local Municipality,fs Steynsrus EMS Station,27.234,-27.656,,,EMS Station
Free State,fs Fezile Dabi District Municipality,fs Moqhaka Local Municipality,fs Steynsrus Private EMS Station,27.564867,-27.9516,,,EMS Station
Free State,fs Fezile Dabi District Municipality,fs Moqhaka Local Municipality,fs Viljoenskroon EMS Station,26.9503,-27.1989,,,EMS Station
Free State,fs Fezile Dabi District Municipality,fs Moqhaka Local Municipality,fs Viljoenskroon Private EMS Station,26.946406,-27.207,,,EMS Station
Free State,fs Fezile Dabi District Municipality,fs Ngwathe Local Municipality,fs Heilbron EMS Station,27.96168,-27.2891,,,EMS Station
Free State,fs Fezile Dabi District Municipality,fs Ngwathe Local Municipality,fs Heilbron Private EMS Station,27.965945,-27.283,,,EMS Station
Free State,fs Fezile Dabi District Municipality,fs Ngwathe Local Municipality,fs Koppies EMS Station,27.587,-27.234,,,EMS Station
Free State,fs Fezile Dabi District Municipality,fs Ngwathe Local Municipality,fs Koppies Private EMS Station,27.574838,-27.2443,,,EMS Station
Free State,fs Fezile Dabi District Municipality,fs Ngwathe Local Municipality,fs Parys EMS Station,27.47206,-26.8959,,,EMS Station
Free State,fs Fezile Dabi District Municipality,fs Ngwathe Local Municipality,fs Parys Private EMS Station,27.471363,-26.8926,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Masilonyana Local Municipality,fs Brandfort EMS Station,26.46232,-28.6916,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Masilonyana Local Municipality,fs Brandfort Private EMS Station,26.45886,-28.7012,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Masilonyana Local Municipality,fs Theunissen EMS Station,26.71,-28.398,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Masilonyana Local Municipality,fs Theunissen Private EMS Station,26.712241,-28.3741,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Masilonyana Local Municipality,fs Verkeerdevlei EMS Station,26.7,-28.4,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Masilonyana Local Municipality,fs Verkeerdevlei Private EMS Station,26.778909,-28.8322,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Masilonyana Local Municipality,fs Winburg EMS Station,27.00801,-28.5098,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Masilonyana Local Municipality,fs Winburg Private EMS Station,27.009378,-28.5208,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Matjhabeng Local Municipality,fs Allanridge EMS Station,26.645,-27.753,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Matjhabeng Local Municipality,fs Allanridge Private EMS Station,26.6421,-27.7546,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Matjhabeng Local Municipality,fs Hennenman EMS Station,27.019,-27.97,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Matjhabeng Local Municipality,fs Hennenman Private EMS Station,27.027699,-27.9788,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Matjhabeng Local Municipality,fs Odendaalsrus EMS Station,26.65922,-27.8773,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Matjhabeng Local Municipality,fs Odendaalsrus Private EMS Station,26.682641,-27.8701,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Matjhabeng Local Municipality,fs Ventersburg EMS Station,27.15,-28.09,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Matjhabeng Local Municipality,fs Ventersburg Private EMS Station,27.136176,-28.0861,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Matjhabeng Local Municipality,fs Virginia EMS Station,26.85799,-28.1105,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Matjhabeng Local Municipality,fs Virginia Private EMS Station,26.864,-28.09,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Matjhabeng Local Municipality,fs Welkom EMS Station,26.73,-27.98,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Matjhabeng Local Municipality,fs Welkom Private EMS Station,26.730348,-27.9877,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Nala Local Municipality,fs Bothaville EMS Station,26.62,-27.39,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Nala Local Municipality,fs Bothaville Private EMS Station,26.61702,-27.3858,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Nala Local Municipality,fs Wesselsbron EMS Station,26.3668,-27.8362,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Nala Local Municipality,fs Wesselsbron Private EMS Station,26.363578,-27.8577,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Tokologo Local Municipality,fs Boshof EMS Station,25.2516,-28.5504,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Tokologo Local Municipality,fs Boshof Private EMS Station,25.239329,-28.5387,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Tokologo Local Municipality,fs Dealesville EMS Station,25.77142,-28.6579,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Tokologo Local Municipality,fs Dealsville Private EMS Station,25.767533,-28.6755,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Tokologo Local Municipality,fs Hertzogville EMS Station,25.5,-28.12,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Tokologo Local Municipality,fs Hertzogville Private EMS Station,25.504113,-28.1282,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Tswelopele Local Municipality,fs Bultfontein EMS Station,26.14,-28.28,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Tswelopele Local Municipality,fs Bultfontein Private EMS Station,26.153087,-28.2929,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Tswelopele Local Municipality,fs Hoopstad EMS Station,25.91538,-27.8323,,,EMS Station
Free State,fs Lejweleputswa District Municipality,fs Tswelopele Local Municipality,fs Hoopstad Private EMS Station,25.905371,-27.8367,,,EMS Station
Free State,fs Mangaung Metropolitan Municipality,fs Bloemfontein Health sub-District,fs Bloemfontein EMS Station,26.21411,-29.1276,,,EMS Station
Free State,fs Mangaung Metropolitan Municipality,fs Bloemfontein Health sub-District,fs Bloemfontein Private EMS Station,26.23,-29.14,,,EMS Station
Free State,fs Mangaung Metropolitan Municipality,fs Bloemfontein Health sub-District,fs Soutpan EMS Station,26.10485,-28.7361,,,EMS Station
Free State,fs Mangaung Metropolitan Municipality,fs Bloemfontein Health sub-District,fs Soutpan Private EMS Station,26.058979,-28.7208,,,EMS Station
Free State,fs Mangaung Metropolitan Municipality,fs Botshabelo Health sub-District,fs Botshabelo EMS Station,26.71572,-29.2325,,,EMS Station
Free State,fs Mangaung Metropolitan Municipality,fs Botshabelo Health sub-District,fs Botshabelo Private EMS Station,26.715,-29.232,,,EMS Station
Free State,fs Mangaung Metropolitan Municipality,fs Naledi Health sub-District,fs Dewetsdorp EMS Station,26.66,-29.57,,,EMS Station
Free State,fs Mangaung Metropolitan Municipality,fs Naledi Health sub-District,fs Dewetsdorp Private EMS Station,26.660455,-28.583,,,EMS Station
Free State,fs Mangaung Metropolitan Municipality,fs Naledi Health sub-District,fs Wepener EMS Station,27.038,-29.728,,,EMS Station
Free State,fs Mangaung Metropolitan Municipality,fs Naledi Health sub-District,fs Wepner Private EMS Station,27.036956,-29.731,,,EMS Station
Free State,fs Mangaung Metropolitan Municipality,fs Thaba N'chu Health sub-District,fs Thaba Nchu EMS Station,26.847,-29.218,,,EMS Station
Free State,fs Mangaung Metropolitan Municipality,fs Thaba N'chu Health sub-District,fs Thaba Nchu Private EMS Station,26.848,-29.215,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Dihlabeng Local Municipality,fs Bethlehem EMS Station,28.307,-28.232,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Dihlabeng Local Municipality,fs Bethlehem Private EMS Station,28.322701,-28.2287,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Dihlabeng Local Municipality,fs Clarens EMS Station,28.42,-28.51,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Dihlabeng Local Municipality,fs Clarens Private EMS Station,28.422394,-28.5153,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Dihlabeng Local Municipality,fs Fouriesburg EMS Station,28.211,-28.62,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Dihlabeng Local Municipality,fs Paul Roux EMS Station,27.955,-28.296,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Maluti-a-Phofung Local Municipality,fs Harrismith EMS Station,29.13806,-28.2722,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Maluti-a-Phofung Local Municipality,fs Harrismith Private EMS Station,29.127827,-28.2694,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Maluti-a-Phofung Local Municipality,fs Kestell EMS Station,28.698,-28.331,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Maluti-a-Phofung Local Municipality,fs Qwa-Qwa EMS Station,28.795,-28.563,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Maluti-a-Phofung Local Municipality,fs Qwa-Qwa Private EMS Station,28.825363,-28.5132,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Mantsopa Local Municipality,fs Excelsior EMS Station,27.056,-28.933,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Mantsopa Local Municipality,fs Hobhouse EMS Station,27.147,-29.521,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Mantsopa Local Municipality,fs Ladybrand EMS Station,27.45951,-29.1928,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Mantsopa Local Municipality,fs Ladybrand Private EMS Station,27.45673,-29.196,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Mantsopa Local Municipality,fs Tweespruit EMS Station,27.025,-29.187,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Mantsopa Local Municipality,fs Tweespruit Private EMS Station,27.023874,-29.1869,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Nketoana Local Municipality,fs Lindley EMS Station,27.904,-27.881,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Nketoana Local Municipality,fs Lindley Private EMS Station,27.921674,-27.8833,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Nketoana Local Municipality,fs Petrus Steyn EMS Station,28.128,-27.65,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Nketoana Local Municipality,fs Reitz EMS Station,28.41893,-27.8028,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Nketoana Local Municipality,fs Reitz Private EMS Station,28.431609,-27.7993,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Phumelela Local Municipality,fs Memel EMS Station,29.56,-27.68,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Phumelela Local Municipality,fs Memel Private EMS Station,29.567782,-27.6812,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Phumelela Local Municipality,fs Vrede EMS Station,29.15583,-27.4335,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Phumelela Local Municipality,fs Vrede Private EMS Station,29.168715,-27.4229,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Phumelela Local Municipality,fs Warden EMS Station,28.98208,-27.8433,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Phumelela Local Municipality,fs Warden Private EMS Station,28.9606,-27.8538,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Setsoto Local Municipality,fs Arlington EMS Station,27.851239,-28.0289,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Setsoto Local Municipality,fs Arlington Private EMS Station,27.851457,-28.0279,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Setsoto Local Municipality,fs Clocolan EMS Station,27.57424,-28.91,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Setsoto Local Municipality,fs Clocolan Private EMS Station,27.565459,-28.9158,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Setsoto Local Municipality,fs Ficksburg EMS Station,27.87201,-28.8813,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Setsoto Local Municipality,fs Ficksburg Private EMS Station,27.873979,-28.8705,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Setsoto Local Municipality,fs Marquard EMS Station,27.45455,-28.6547,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Setsoto Local Municipality,fs Rosendal EMS Station,27.935441,-28.5014,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Setsoto Local Municipality,fs Rosendal Private EMS Station,27.9304,-28.5039,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Setsoto Local Municipality,fs Senekal EMS Station,27.60551,-28.3272,,,EMS Station
Free State,fs Thabo Mofutsanyana District Municipality,fs Setsoto Local Municipality,fs Senekal Private EMS Station,27.6225,-28.3211,,,EMS Station
Free State,fs Xhariep District Municipality,fs Kopanong Local Municipality,fs Bethulie EMS Station,25.97981,-30.4978,,,EMS Station
Free State,fs Xhariep District Municipality,fs Kopanong Local Municipality,fs Bethulie Private EMS Station,25.976507,-30.4958,,,EMS Station
Free State,fs Xhariep District Municipality,fs Kopanong Local Municipality,fs Edenburg EMS Station,25.94156,-29.731,,,EMS Station
Free State,fs Xhariep District Municipality,fs Kopanong Local Municipality,fs Edenburg Private EMS Station,25.934608,-29.7355,,,EMS Station
Free State,fs Xhariep District Municipality,fs Kopanong Local Municipality,fs Fauresmith EMS Station,25.309,-29.745,,,EMS Station
Free State,fs Xhariep District Municipality,fs Kopanong Local Municipality,fs Fauresmith Private EMS Station,25.312555,-29.7471,,,EMS Station
Free State,fs Xhariep District Municipality,fs Kopanong Local Municipality,fs Gariepdam EMS Station,25.49486,-30.593,,,EMS Station
Free State,fs Xhariep District Municipality,fs Kopanong Local Municipality,fs Jagersfontein EMS Station,25.42316,-29.7603,,,EMS Station
Free State,fs Xhariep District Municipality,fs Kopanong Local Municipality,fs Jagersfontein Private EMS Station,25.423572,-29.7611,,,EMS Station
Free State,fs Xhariep District Municipality,fs Kopanong Local Municipality,fs Philippolis EMS Station,25.27,-30.26,,,EMS Station
Free State,fs Xhariep District Municipality,fs Kopanong Local Municipality,fs Philippolis Private EMS Station,25.273765,-30.2685,,,EMS Station
