date,YYYYMMDD,EC,FS,GP,KZN,LP,MP,NC,NW,WC,UNKNOWN,total,source
05-03-2020,20200305,0,0,0,1,0,0,0,0,0,0,1,
07-03-2020,20200307,0,0,1,1,0,0,0,0,0,0,2,
08-03-2020,20200308,0,0,1,2,0,0,0,0,0,0,3,
09-03-2020,20200309,0,0,1,6,0,0,0,0,0,0,7,
11-03-2020,20200311,0,0,5,7,0,0,0,0,1,0,13,
12-03-2020,20200312,0,0,6,8,0,1,0,0,1,0,16,
13-03-2020,20200313,0,0,10,10,0,1,0,0,3,0,24,
14-03-2020,20200314,0,0,17,11,0,1,0,0,9,0,38,
15-03-2020,20200315,0,0,24,12,0,1,0,0,14,0,51,
16-03-2020,20200316,0,0,31,12,1,2,0,0,16,0,62,
17-03-2020,20200317,0,0,45,16,1,2,0,0,21,0,85,
18-03-2020,20200318,0,0,61,19,1,4,0,0,31,0,116,
19-03-2020,20200319,0,0,76,22,1,5,0,0,46,0,150,
20-03-2020,20200320,0,7,109,23,1,5,0,0,57,0,202,
21-03-2020,20200321,1,7,125,26,1,5,0,0,75,0,240,
22-03-2020,20200322,2,9,132,35,2,5,0,0,89,0,274,
23-03-2020,20200323,2,13,207,60,4,9,2,4,100,1,402,
24-03-2020,20200324,2,18,302,80,4,9,2,5,113,19,554,
25-03-2020,20200325,2,30,319,91,4,8,2,5,183,65,709,
26-03-2020,20200326,5,49,409,134,6,9,2,5,229,79,927,
27-03-2020,20200327,,,,,,,,,,,1170,
28-03-2020,20200328,10,68,533,156,11,10,5,6,271,117,1187,
29-03-2020,20200329,12,72,584,167,12,11,6,6,310,100,1280,
30-03-2020,20200330,12,72,618,171,11,11,3,8,324,96,1326,
31-03-2020,20200331,12,74,633,179,14,12,6,8,325,90,1353,
01-04-2020,20200401,15,76,645,186,14,12,7,9,326,90,1380,
02-04-2020,20200402,17,84,663,206,16,13,7,9,353,94,1462,
03-04-2020,20200403,21,84,672,215,16,13,7,9,374,94,1505,
04-04-2020,20200404,25,85,693,232,18,18,7,11,433,63,1585,
05-04-2020,20200405,31,87,704,246,19,18,8,11,454,77,1655,
06-04-2020,20200406,32,89,713,257,19,18,8,11,462,77,1686,
07-04-2020,20200407,,,,,,,,,,,1749,
08-04-2020,20200408,45,88,782,354,21,21,13,15,495,11,1845,
09-04-2020,20200409,61,93,795,387,22,20,15,15,515,11,1934,
10-04-2020,20200410,68,94,801,412,24,20,15,18,541,10,2003,
11-04-2020,20200411,69,94,813,418,23,20,16,19,546,10,2028,
12-04-2020,20200412,88,96,865,443,23,21,16,19,587,15,2173,
13-04-2020,20200413,104,96,890,465,23,22,16,22,617,17,2272,
14-04-2020,20200414,174,98,909,489,24,22,16,22,643,18,2415,
15-04-2020,20200415,199,97,930,519,25,22,16,23,657,18,2506,
16-04-2020,20200416,220,98,969,539,26,22,16,24,675,16,2605,
17-04-2020,20200417,246,100,1018,591,26,23,16,24,717,22,2783,
18-04-2020,20200418,270,100,1101,604,26,25,16,24,836,32,3034,
19-04-2020,20200419,293,100,1148,617,27,23,16,24,868,42,3158,
20-04-2020,20200420,310,105,1170,639,27,23,18,25,940,43,3300,https://twitter.com/DrZweliMkhize/status/1252311460962852864?s=20
21-04-2020,20200421,345,106,1199,671,27,24,16,24,1010,43,3465,https://twitter.com/DrZweliMkhize/status/1252631607166500866?s=20
22-04-2020,20200422,377,106,1224,758,27,23,16,24,1079,1,3635,https://sacoronavirus.co.za/2020/04/22/update-on-covid-19-22nd-april-2020/
23-04-2020,20200423,417,106,1252,807,27,23,16,25,1279,1,3953,https://sacoronavirus.co.za/2020/04/23/update-on-covid-19-23rd-april-2020-2/
24-04-2020,20200424,480,111,1281,841,29,24,16,25,1413,0,4220,https://twitter.com/nicd_sa/status/1253769210301427713?s=21
25-04-2020,20200425,488,111,1304,841,30,23,16,28,1514,0,4361,https://twitter.com/DrZweliMkhize/status/1254108225991041024?s=20
26-04-2020,20200426,535,110,1331,863,31,23,17,28,1608,0,4546,https://twitter.com/DrZweliMkhize/status/1254477361615187968?s=20
27-04-2020,20200427,588,111,1353,902,31,26,17,31,1737,0,4793,https://twitter.com/drzwelimkhize/status/1254848109794021378?s=21
28-04-2020,20200428,616,113,1377,919,31,26,17,29,1870,0,4996,https://twitter.com/COVID_19_ZA/status/1255200757973909508?s=20
29-04-2020,20200429,630,113,1408,956,31,31,17,29,2135,0,5350,https://sacoronavirus.co.za/2020/04/29/update-on-covid-19-29th-april-2020/
30-04-2020,20200430,647,116,1446,980,32,36,17,31,2342,0,5647,https://sacoronavirus.co.za/2020/04/30/update-on-covid-19-30th-april-2020/
01-05-2020,20200501,691,118,1507,1006,34,35,18,35,2507,0,5951,https://sacoronavirus.co.za/2020/05/01/update-on-covid-19-1st-may-2020/
02-05-2020,20200502,732,121,1598,1051,36,40,23,35,2700,0,6336,
03-05-2020,20200503,774,122,1624,1076,37,46,24,36,3044,0,6783,https://twitter.com/nicd_sa/status/1257006165889880069?s=20
04-05-2020,20200504,814,125,1651,1106,39,53,25,35,3362,0,7220,https://sacoronavirus.co.za/2020/05/04/update-on-covid-19-4th-may-2020/
05-05-2020,20200505,838,128,1697,1142,40,57,26,35,3609,0,7572,https://sacoronavirus.co.za/2020/05/05/update-on-covid-19-5th-may-2020/
06-05-2020,20200506,849,130,1720,1149,40,57,26,37,3760,0,7808,https://twitter.com/HealthZA/status/1258130333272244229?s=20
07-05-2020,20200507,929,134,1804,1204,41,59,27,40,3994,0,8232,https://sacoronavirus.co.za/2020/05/07/update-on-covid-19-7th-may-2020/
08-05-2020,20200508,989,133,1851,1253,43,60,27,42,4497,0,8895,https://sacoronavirus.co.za/2020/05/08/update-on-covid-19-8th-may-2020/
09-05-2020,20200509,1078,134,1910,1308,51,61,28,41,4809,0,9420,https://sacoronavirus.co.za/2020/05/09/update-on-covid-19-9th-may-2020/
10-05-2020,20200510,1218,135,1952,1353,54,61,29,45,5168,0,10015,https://sacoronavirus.co.za/2020/05/10/update-on-covid-19-10th-may-2020/
11-05-2020,20200511,1356,135,1971,1372,54,63,30,50,5621,0,10652,https://twitter.com/DrZweliMkhize/status/1259849590251098112?s=20
12-05-2020,20200512,1504,135,2014,1394,54,63,30,51,6105,0,11350,https://twitter.com/nicd_sa/status/1260170708329672706?s=20
13-05-2020,20200513,1534,138,2074,1413,54,66,30,52,6713,0,12074,https://twitter.com/nicd_sa/status/1260674090282684417/photo/1
14-05-2020,20200514,1569,145,2135,1444,55,67,31,58,7235,0,12739,https://sacoronavirus.co.za/2020/05/14/update-on-covid-19-14th-may-2020/
15-05-2020,20200515,1662,151,2210,1482,57,67,34,63,7798,0,13524,https://mobile.twitter.com/nicd_sa/status/1261360621804806145/photo/1
16-05-2020,20200516,1812,153,2262,1498,59,68,35,64,8404,0,14355,https://twitter.com/nicd_sa/status/1261738963716489219
17-05-2020,20200517,1936,158,2329,1543,77,71,37,70,9294,0,15515,https://sacoronavirus.co.za/2020/05/17/update-on-covid-19-17th-may-2020/
18-05-2020,20200518,2052,163,2343,1567,88,76,37,72,10035,0,16433,https://twitter.com/nicd_sa/status/1262476267405946883
19-05-2020,20200519,2135,168,2361,1616,94,78,37,72,10639,0,17200,https://sacoronavirus.co.za/2020/05/19/update-on-covid-19-19th-may-2020/
20-05-2020,20200520,2215,180,2400,1650,93,93,38,72,11262,0,18003,https://twitter.com/nicd_sa/status/1263182934594420736
21-05-2020,20200521,2324,184,2453,1693,121,95,37,77,12153,0,19137,https://twitter.com/nicd_sa/status/1263466016874680322
22-05-2020,20200522,2459,185,2521,1735,120,98,39,80,12888,0,20125,https://sacoronavirus.co.za/2020/05/22/update-on-covid-19-22nd-may-2020/
23-05-2020,20200523,2569,196,2633,1777,124,97,40,81,13826,0,21343,https://twitter.com/nicd_sa/status/1264277822891327489
24-05-2020,20200524,2690,202,2773,1815,128,101,40,94,14740,0,22583,https://twitter.com/nicd_sa/status/1264637660045377540
25-05-2020,20200525,2748,208,2993,1882,132,103,45,109,15396,0,23615,https://twitter.com/nicd_sa/status/1265002094299426817?s=20
26-05-2020,20200526,2864,206,3043,1927,132,103,45,115,15829,0,24264,https://twitter.com/nicd_sa/status/1265381678001913857
27-05-2020,20200527,3047,221,3167,2186,141,106,48,128,16893,0,25937,https://twitter.com/nicd_sa/status/1265738793904201728
28-05-2020,20200528,3306,225,3329,2349,144,111,51,134,17754,0,27403,https://twitter.com/COVID_19_ZA/status/1266131226135597057
29-05-2020,20200529,3583,231,3583,2428,170,112,52,143,18906,32,29240,https://twitter.com/nicd_sa/status/1266458332031848459
30-05-2020,20200530,3759,261,3773,2476,173,113,57,162,20160,33,30967,https://twitter.com/nicd_sa/status/1266797798369964034
31-05-2020,20200531,3927,278,4003,2545,177,121,69,175,21382,6,32683,https://twitter.com/nicd_sa/status/1267168836924641281
01-06-2020,20200601,4111,285,4231,2565,192,131,82,187,22567,6,34357,https://twitter.com/nicd_sa/status/1267462844578226178
02-06-2020,20200602,4324,299,4276,2637,193,132,91,271,23583,6,35812,https://twitter.com/nicd_sa/status/1267904171778412545
03-06-2020,20200603,4526,319,4567,2707,200,137,93,314,24657,5,37525,https://twitter.com/nicd_sa/status/1268264707401662464
04-06-2020,20200604,4936,322,4845,2869,206,144,95,364,27006,5,40792,https://twitter.com/nicd_sa/status/1268630460286087175
05-06-2020,20200605,5240,336,5215,2936,215,169,102,409,28807,5,43434,https://twitter.com/nicd_sa/status/1268987910034001924
06-06-2020,20200606,5629,348,5626,3016,216,181,105,468,30379,5,45973,https://twitter.com/nicd_sa/status/1269362848700010500
07-06-2020,20200607,5974,361,5946,3108,227,189,114,523,31824,19,48285,https://twitter.com/nicd_sa/status/1269717709786427393
08-06-2020,20200608,6341,373,6258,3175,244,183,118,580,33568,39,50879,https://twitter.com/nicd_sa/status/1270077710539337728
09-06-2020,20200609,6760,391,6546,3255,253,184,122,604,34819,57,52991,https://twitter.com/nicd_sa/status/1270426173798039552
10-06-2020,20200610,7154,401,7195,3347,257,207,125,657,36021,57,55421,https://twitter.com/nicd_sa/status/1270814096137555968
11-06-2020,20200611,7868,406,7953,3472,267,228,132,757,37422,63,58568,https://twitter.com/nicd_sa/status/1271100650617745413
12-06-2020,20200612,8615,435,8781,3573,288,243,138,865,38926,63,61927,https://twitter.com/nicd_sa/status/1271539036679798784
13-06-2020,20200613,9250,457,9897,3763,309,271,144,977,40605,63,65736,https://twitter.com/nicd_sa/status/1271887439167213568
14-06-2020,20200614,10027,495,11164,3874,326,297,156,1097,42539,63,70038,https://twitter.com/nicd_sa/status/1272271278678949893
15-06-2020,20200615,10597,512,12193,3959,362,322,205,1177,44143,63,73533,https://twitter.com/nicd_sa/status/1272656484615311364
16-06-2020,20200616,11039,578,13023,4048,391,343,211,1281,45357,63,76334,https://twitter.com/nicd_sa/status/1273017728232800257
17-06-2020,20200617,11919,608,14620,4238,416,391,211,1402,46555,52,80412,https://twitter.com/nicd_sa/status/1273335858674925570
18-06-2020,20200618,12639,649,15898,4360,489,461,214,1606,47522,52,83890,https://twitter.com/nicd_sa/status/1273701719126552576/photo/1
19-06-2020,20200619,13506,658,17261,4548,503,505,218,1758,48706,52,87715,https://twitter.com/nicd_sa/status/1274062298550763522
20-06-2020,20200620,14721,700,18978,4806,521,544,232,1957,50173,49,92681,https://twitter.com/nicd_sa/status/1274401833851781127
21-06-2020,20200621,15751,733,20822,5030,564,573,237,2148,51441,3,97302,https://twitter.com/nicd_sa/status/1274787482115153922
22-06-2020,20200622,16895,772,22341,5278,582,596,254,2315,52554,3,101590,https://twitter.com/nicd_sa/status/1275158815630077957
23-06-2020,20200623,18108,814,24041,5625,622,662,270,2454,53512,0,106108,https://twitter.com/nicd_sa/status/1275514669973766144
24-06-2020,20200624,19214,889,26156,6075,670,713,299,2618,55162,0,111796,https://twitter.com/nicd_sa/status/1275893026494316547
25-06-2020,20200625,20487,976,28746,6590,730,783,318,2965,56780,0,118375,https://twitter.com/nicd_sa/status/1276237768935571457
26-06-2020,20200626,21938,1069,31344,7090,798,855,337,3218,57941,0,124590,https://twitter.com/nicd_sa/status/1276619015784407041
27-06-2020,20200627,23658,1160,34285,7786,862,925,355,3454,59315,0,131800,https://twitter.com/nicd_sa/status/1276987042539409408
28-06-2020,20200628,25099,1279,36895,8433,935,1015,385,3647,60445,0,138134,https://twitter.com/nicd_sa/status/1277295477080444928;https://sacoronavirus.co.za/2020/06/28/update-on-covid-19-28th-june-2020/
29-06-2020,20200629,26195,1377,39841,9041,1011,1089,404,3931,61375,0,144264,https://twitter.com/HealthZA/status/1277708631383867394
30-06-2020,20200630,27686,1514,42881,9674,1131,1190,465,4187,62481,0,151209,https://twitter.com/nicd_sa/status/1278058455790751749
01-07-2020,20200701,29340,1672,45944,10632,1175,1306,494,4393,64377,0,159333,https://twitter.com/nicd_sa/status/1278405572006731776
02-07-2020,20200702,30603,1886,49937,11669,1286,1478,573,4788,65841,0,168061,https://twitter.com/DrZweliMkhize/status/1278796010807050243
03-07-2020,20200703,32157,2130,54331,12757,1408,1611,626,5168,66936,0,177124,https://twitter.com/nicd_sa/status/1279126163743485953
04-07-2020,20200704,34161,2376,59373,13984,1559,1818,686,5644,68376,0,187977,https://twitter.com/nicd_sa/status/1279538950730846212
05-07-2020,20200705,35648,2553,63404,15146,1706,1965,734,6063,69531,0,196750,https://twitter.com/nicd_sa/status/1279846611716386817
06-07-2020,20200706,38081,2804,66891,15819,1785,2173,820,6410,70938,0,205721,https://twitter.com/COVID_19_ZA/status/1280252878880477187
07-07-2020,20200707,40401,3034,71488,16743,1950,2353,888,6842,72156,0,215855,https://twitter.com/nicd_sa/status/1280620105672675328
08-07-2020,20200708,42357,3259,75015,17962,2131,2528,974,7147,73292,0,224665,https://twitter.com/nicd_sa/status/1280988162920251393
09-07-2020,20200709,44432,3724,81546,19630,2381,2902,1039,7870,74815,0,238339,https://twitter.com/DrZweliMkhize/status/1281314822748061698
10-07-2020,20200710,46284,4221,87033,21386,2579,3273,1168,8676,76067,0,250687,https://twitter.com/nicd_sa/status/1281667109513240577
11-07-2020,20200711,48232,4679,93044,23753,2835,3621,1266,9418,77336,0,264184,https://twitter.com/nicd_sa/status/1282053475883507723
12-07-2020,20200712,50300,5224,98431,25572,3014,3977,1401,9924,78399,0,276242,https://twitter.com/DrZweliMkhize/status/1282401402325815297
13-07-2020,20200713,52058,5632,103713,27387,3316,4299,1522,10525,79344,0,287796,https://twitter.com/DrZweliMkhize/status/1282774248558387201
