Province,District,Sub-district,Vaccination site,Address,Open days per week,Type
Gauteng,Tshwane MM,Tshwane 4 SD,Clicks Pharmacy The Mall@Reds,"Shop 45, The Mall@Reds Shopping Centre, CNR Rooihuiskraal Road & Hendrik Verwoerd Drive",5 days,Clicks (Private)
Gauteng,Ekurhuleni MM,Ekurhuleni E2 SD,Clicks Pharmacy The Angelo (Nigel),Heidelberg Road,5 days,Clicks (Private)
Gauteng,Tshwane MM,Tshwane 4 SD,Clicks Pharmacy Forest Hill,Forest Hill Mall,5 days,Clicks (Private)
Gauteng,Tshwane MM,Tshwane 3 SD,Brooklyn Clicks Pharmacy,C/O Lange Veal Street and Bronkhorst Street,5 days,Clicks (Private)
Gauteng,Tshwane MM,Tshwane 4 SD,Clicks Pharmacy Southdowns,Ext 54 C/O John Vorster Street and Karee Avenue,5 days,Clicks (Private)
Gauteng,Ekurhuleni MM,Ekurhuleni N1 SD,Clicks Pharmacy Norkem,C/O James Wright Avenue and Mooi River Road,5 days,Clicks (Private)
Gauteng,Johannesburg MM,Johannesburg A SD,Clicks Pharmacy Broadacres,Cnr Valley & Cedar Roads,5 days,Clicks (Private)
Gauteng,Tshwane MM,Tshwane 6 SD,Clicks Pharmacy Silverwater Crossing,C/O Watermeyer Street and Pretoria Street,5 days,Clicks (Private)
Gauteng,Tshwane MM,Tshwane 6 SD,Clicks Pharmacy The Village@Moreleta,Wekker Road,5 days,Clicks (Private)
Gauteng,Tshwane MM,Tshwane 1 SD,Clicks Pharmacy Soshanguve Crossing,Cnr Ruth First Road And Aubrey Matlala Street,5 days,Clicks (Private)
Gauteng,Sedibeng DM,Emfuleni LM,Vaal Mall Clicks Pharmacy,Corner of R24 and Rossini Blvd,5 days,Clicks (Private)
Gauteng,Johannesburg MM,Johannesburg C SD,Clicks Pharmacy Westgate,Ontdekkers Road,5 days,Clicks (Private)
Gauteng,Johannesburg MM,Johannesburg F SD,Clicks Pharmacy The Glen,Boundary Road,5 days,Clicks (Private)
Gauteng,Tshwane MM,Tshwane 6 SD,Clicks Pharmacy The Grove,C/O Simon Vermooten Road and Lynwood Road,5 days,Clicks (Private)
Gauteng,Ekurhuleni MM,Ekurhuleni S1 SD,Clicks Pharmacy Alberton,C/O Voortrekker Road and Du Plessis Road,5 days,Clicks (Private)
Gauteng,Johannesburg MM,Johannesburg F SD,Clinix SS Morewa Mem Hosp,121 Ellof Street Extension Selby,6 days,Clinix (Private)
Gauteng,Johannesburg MM,Johannesburg C SD,Clinix Tshepo-Themba Prv Hosp,Braam Fisher Ext Roads Meadowlands Zone 9,6 days,Clinix (Private)
Gauteng,Ekurhuleni MM,Ekurhuleni S1 SD,Clinix Botshelong-Empilweni Prv Hosp,Sam Sekoati Avenue,6 days,Clinix (Private)
Gauteng,Sedibeng DM,Emfuleni LM,Clinix Naledi-Nkanyezi Prv Hosp,Moshoeshoe Street,6 days,Clinix (Private)
Gauteng,Johannesburg MM,Johannesburg C SD,Clinix Dr SK Matseke Mem Hosp,Corner of Chris Hani and Immink Road Zone 6 Diepkloof,6 days,Clinix (Private)
Gauteng,West Rand DM,Mogale City LM,Dis-Chem Krugersdorp Pharmacy,"Shop 30, President Square Shopping Centre, Krugersdorp G.P.",6 days,Dis-Chem (Private)
Gauteng,Tshwane MM,Tshwane 2 SD,Dis-Chem Wonderpark Pharmacy,Cnr Old Brits Road & Heinrich Avenue,6 days,Dis-Chem (Private)
Gauteng,Tshwane MM,Tshwane 6 SD,Dis-Chem Woodlands Pharmacy,Cnr Garsfontein Road & De Villebois Marenil Drive,6 days,Dis-Chem (Private)
Gauteng,Tshwane MM,Tshwane 6 SD,Dis-Chem Menlyn Park Pharmacy,Corner Atterbury Road And Lois Avenue,6 days,Dis-Chem (Private)
Gauteng,Tshwane MM,Tshwane 3 SD,Dis-Chem Brooklyn Pharmacy,Cnr Fehrsen & Veale Street,6 days,Dis-Chem (Private)
Gauteng,Ekurhuleni MM,Ekurhuleni S1 SD,Dis-Chem Bracken Gardens Pharmacy,119 Hennie Alberts Street,6 days,Dis-Chem (Private)
Gauteng,Johannesburg MM,Johannesburg F SD,Dis-Chem Mall of the South Pharmacy,Cnr Swartkoppies Road & Kliprivier Road,6 days,Dis-Chem (Private)
Gauteng,Tshwane MM,Tshwane 4 SD,Dis-Chem Centurion Pharmacy,Heuwel Ave,6 days,Dis-Chem (Private)
Gauteng,Johannesburg MM,Johannesburg A SD,Dis-Chem Direct Courier Pharmacy,23 Stag Road,6 days,Dis-Chem (Private)
Gauteng,Johannesburg MM,Johannesburg F SD,Dis-Chem Mondeor Pharmacy,Mondeor Boulevard,6 days,Dis-Chem (Private)
Gauteng,Johannesburg MM,Johannesburg D SD,Dis-Chem Jabulani Mall Pharmacy,Bolani Street,6 days,Dis-Chem (Private)
Gauteng,Tshwane MM,Tshwane 6 SD,Dis-Chem Olympus Pharmacy,"Cnr Hans Strydom & Haymeadow, Faerie Glen, 0043, Pretora East, G.P.",6 days,Dis-Chem (Private)
Gauteng,Johannesburg MM,Johannesburg E SD,Greenstone Mall Pharmacy,Cnr Modderfontein & Van Riebeeck Roads,6 days,Dis-Chem (Private)
Gauteng,Ekurhuleni MM,Ekurhuleni N2 SD,Dis-Chem Rynfield Terrace Pharmacy,"Shop 27, Rynfield Terrace Shopping Centre, Cnr Pretoria and Vlei Road, Rynfield, Benoni, G.P.",6 days,Dis-Chem (Private)
Gauteng,Johannesburg MM,0,Dis-Chem Pharmacy Rosebank Mall,"Shop 327-328, Rosebank Mall, 51 Bath Avenue, Rosebank, 2196. G.P.",6 days,Dis-Chem (Private)
Gauteng,Tshwane MM,Tshwane 4 SD,Discovery - Virgin Active Centurion,"Byls Bridge Prominade, Bloukrans Rd, Highveld, Centurion, 0046",7 days,Discovery (Private)
Gauteng,Johannesburg MM,Johannesburg E SD,1 Discovery Place,"1 Discovery Place, Sandton",7 days,Discovery (Private)
Gauteng,Johannesburg MM,Johannesburg A SD,Discovery - Virgin Active Broadacres,"Broadacres Shopping Centre, cnr Valley Rd & Cedar Rd, Glen Marais, Johannesburg, 2021",7 days,Discovery (Private)
Gauteng,Tshwane MM,Tshwane 5 SD,Cullinan Pharmacy Health and Home,"2 B Park Street, Cullinan",6 days,ICPA (Private)
Gauteng,Tshwane MM,Tshwane 6 SD,Van Heerden Apteek Glenstantia,"597 Genl. Louis Botha Dr, Constantia Park",6 days,ICPA (Private)
Gauteng,Tshwane MM,Tshwane 1 SD,Van Heerden (Lynriff) Apteek,C/o Lynwood and Jacobson St,6 days,ICPA (Private)
Gauteng,Tshwane MM,Tshwane 6 SD,Van Heerden Pharmacy Parkview,"Cnr of Netcare Str & Garsfontein Rd, Moreleta Park",6 days,ICPA (Private)
Gauteng,Ekurhuleni MM,Ekurhuleni E1 SD,Glen Health Pharmacy,8758 Cnr Protea Boulevard & Wild Chestnut Street,6 days,ICPA (Private)
Gauteng,Tshwane MM,Tshwane 5 SD,Rayton Apteek En Medisyne Depot,1 Treurnicht Street,6 days,ICPA (Private)
Gauteng,Tshwane MM,Tshwane 6 SD,Van Heerden Apteek - Old Farm,Glen Village Centre Shop 8 C / Solomon Mahlangu & Olympus Rd Faerie Glen,6 days,ICPA (Private)
Gauteng,West Rand DM,Merafong City LM,LAB Pharmacy - Health and Home,"54 Van Zyl Smitstraat, Carletonville",6 days,ICPA (Private)
Gauteng,Tshwane MM,Tshwane 1 SD,Van Heerden Pharmacy Rosslyn,"105 Clubln, waterkloof Ridge",6 days,ICPA (Private)
Gauteng,Tshwane MM,Tshwane 3 SD,Pharmacy at SPAR Westpark,66 Inner Crescent,6 days,ICPA (Private)
Gauteng,Tshwane MM,Tshwane 6 SD,Van Heerden Pharmacy Lyttelton,H/v Rabie & Glover Street,6 days,ICPA (Private)
Gauteng,Johannesburg MM,Johannesburg E SD,Linksfield Pharmacy,Shop 7 Linksfield Terrace 110 Linksfield Rd Edenvale,6 days,ICPA (Private)
Gauteng,Johannesburg MM,Johannesburg A SD,Mays Chemists-Melville,"11 Main Rd, Melville",6 days,ICPA (Private)
Gauteng,Tshwane MM,Tshwane 6 SD,Mamelodi Crossing Pharmacy,Mamelodi Crossing,6 days,ICPA (Private)
Gauteng,Johannesburg MM,Johannesburg F SD,Ridgeway Gardens Pharmacy @ Spar,"Shop 8, 193 Swartgoud & Letitia street, Ridgeway ext 5, 2091",6 days,ICPA (Private)
Gauteng,Tshwane MM,Tshwane 4 SD,Erasmia Pharmacy,381 Willem Erasmus Street,6 days,ICPA (Private)
Gauteng,Tshwane MM,Tshwane 3 SD,Van Heerden Pharmacy - Herfsblaar,"1244 Webb Road, Huis Herfsblaar, Queenswood",6 days,ICPA (Private)
Gauteng,Ekurhuleni MM,Ekurhuleni N1 SD,Midstream Pharmacy,Stand 3617 1 Madeleine Street,6 days,ICPA (Private)
Gauteng,Johannesburg MM,Johannesburg E SD,Norwood Pharmacy,74 Grant Avenue,6 days,ICPA (Private)
Gauteng,West Rand DM,Rand West City LM,Goldenmed Pharmacy Health & Home,Shop 10 Shoprite centre Westonaria Kruger Str Westonaria 1779,6 days,ICPA (Private)
Gauteng,Ekurhuleni MM,Ekurhuleni E1 SD,Ackermans Pharmacy,"101 Rietfontein Road, Primrose, Germiston 1401",7 days,ICPA (Private)
Gauteng,Ekurhuleni MM,Ekurhuleni N1 SD,East Park Pharmacy,10 Cloverfield rd,6 days,ICPA (Private)
Gauteng,Ekurhuleni MM,Ekurhuleni N2 SD,Harmelia Pharmacy,46 Shelton Avenue,6 days,ICPA (Private)
Gauteng,Johannesburg MM,Johannesburg G SD,Protea Pharmacy,"Shop 5, Protea Plaza, Protea Avenue, Lenasia",6 days,ICPA (Private)
Gauteng,Johannesburg MM,Johannesburg G SD,NHN Lenmed Ahmed Katrada Prv Hospital,K43 Highway Lenasia Ext 8,5 days,Lenmed (Private)
Gauteng,West Rand DM,Rand West City LM,NHN Lenmed Randfontein Prv Hospital,Lister Road Lower Ward Street Extension,5 days,Lenmed (Private)
Gauteng,Johannesburg MM,Johannesburg C SD,Life Flora Hosp,"William Nicol Drive, Florida Park",5 days,Life Healthcare (Private)
Gauteng,Sedibeng DM,Lesedi LM,Life Suikerbosrand Hosp,Cnr Mare and HF Vervoerd Street,5 days,Life Healthcare (Private)
Gauteng,Ekurhuleni MM,Ekurhuleni N2 SD,Life The Glynnwood Hosp,Harrison Street,5 days,Life Healthcare (Private)
Gauteng,Ekurhuleni MM,Ekurhuleni E2 SD,Life Springs Parkland Hosp,"Life Springs Parkland Hospital, Springs West Road",5 days,Life Healthcare (Private)
Gauteng,Tshwane MM,Tshwane 6 SD,Life Wilgers Hosp,Denneboom Road,5 days,Life Healthcare (Private)
Gauteng,Johannesburg MM,Johannesburg E SD,Medicare Douglasdale Pharmacy,"Shop 12/13 Douglasdale Shopping Centre, Cnr Douglas Dr and Leslie Ave, Douglasdale, 1953",5 days,Medicare (Private)
Gauteng,Johannesburg MM,Johannesburg B SD,Medicare Pharmacy - Weltevreden,251 Beyers Naude Drive,5 days,Medicare (Private)
Gauteng,Tshwane MM,Tshwane 3 SD,Mediclinic Muelmed Hospital,577 Pretorius Street,5 days,Mediclinic (Private)
Gauteng,Tshwane MM,Tshwane 3 SD,Mediclinic Medforum Hosp,412 Francis Baard Street,5 days,Mediclinic (Private)
Gauteng,Johannesburg MM,Johannesburg B SD,Mediclinic Sandton Hosp,"Cnr Peter Place and Main Road, Bryanston, 2021",5 days,Mediclinic (Private)
Gauteng,Tshwane MM,Tshwane 1 SD,Mediclinic Legae Hosp,8560 Unit M Off Lucas Mangope Highway Klipgat Road,5 days,Mediclinic (Private)
Gauteng,Sedibeng DM,Emfuleni LM,Mediclinic Vereeniging Hosp,Corner Joubert and Hofmeyer Streets,5 days,Mediclinic (Private)
Gauteng,Sedibeng DM,Emfuleni LM,Mediclinic Emfuleni Hosp,6 Jan van Riebeeck Boulevard,5 days,Mediclinic (Private)
Gauteng,Johannesburg MM,Johannesburg B SD,Momentum Metropolitan Vaccination Centre-the Marc Sandton,The Marc Building Ground floor 129 Rivonia Road Sandton,5 days,Momentum (Private)
Gauteng,Tshwane MM,Tshwane 4 SD,Momentum Metropolitan Vaccination Centre-Doringkloof,67 Koranna Avenue Doringkloof Centurion- Pretoria,5 days,Momentum (Private)
Gauteng,Johannesburg MM,Johannesburg B SD,Netcare Milpark Hosp,9 Guild Road,5 days,Netcare (Private)
Gauteng,Tshwane MM,Tshwane 4 SD,Pick N Pay Pharmacy - Centurion,Cnr Lenchen & Old Pretoria Roads,7 days,Pick n Pay (Private)
Gauteng,Johannesburg MM,Johannesburg A SD,Pick N Pay Pharmacy - Woodmead,Woodmead Retail Park Woodmead Drive Woodmead Sandton,7 days,Pick n Pay (Private)
Gauteng,Tshwane MM,Tshwane 2 SD,Pick N Pay Pharmacy - Montana,"Cnr. Zambezi Drive and Enkeldoom Road, Montana 0182",7 days,Pick n Pay (Private)
Gauteng,Johannesburg MM,Johannesburg E SD,Pick N Pay Pharmacy - Norwood,Cnr Grant & 6th Avenue,6 days,Pick n Pay (Private)
Gauteng,Johannesburg MM,Johannesburg E SD,Grayston Pharmacy & Medicine Depot,"Grayston Centre, 135 Grayston Dr, Strathavon, Sandton",5 days,The Local Choice (Private)
Gauteng,Ekurhuleni MM,Ekurhuleni S1 SD,Lily Pharmacy Germiston,55a Kenneth Avenue,5 days,The Local Choice (Private)
Gauteng,Johannesburg MM,Johannesburg B SD,Rox Pharmacy,69 Church Street,5 days,The Local Choice (Private)
Gauteng,Johannesburg MM,Johannesburg G SD,Duxmed Pharmacy,"70 Letitia Street, Ridgeway",5 days,The Local Choice (Private)
Gauteng,Ekurhuleni MM,Ekurhuleni E2 SD,Ferryvale Pharmacy,Ferryvale Koopsentrum,5 days,The Local Choice (Private)
Gauteng,Ekurhuleni MM,Ekurhuleni E,Daveyton CDC main,"Stand 9307, Empilsweni Str, Daveyton",Monday to Friday | 08:30 - 15:00,Public
Gauteng,Ekurhuleni MM,Ekurhuleni E,Duduza Clinic,3 Nala Street Duduza,Monday to Friday | 08:30 - 15:00,Public
Gauteng,Ekurhuleni MM,Ekurhuleni E,Joy Clinic,"4748 Masemotha, Etwatwa West Daveton",Monday to Friday | 08:30 - 15:00,Public
Gauteng,Ekurhuleni MM,Ekurhuleni E,KwaThema CHC,"7001 Moshoeshoe Street, Kwathema",Monday to Friday | 08:30 - 15:00,Public
Gauteng,Ekurhuleni MM,Ekurhuleni E,Nokuthela Ngwenya CHC,Vlakfontein Road Dunnottar,Monday to Friday | 08:30 - 15:00,Public
Gauteng,Ekurhuleni MM,Ekurhuleni E,Phillip Moyo CHC,"6944 Etwatwa Ext 9, Mandela Section Benoni",Monday to Friday | 08:30 - 15:00,Public
Gauteng,Ekurhuleni MM,Ekurhuleni E,Pholosong hospital,"1067 Ndaba Street, Tsakane, Brakpan, 1550",Monday to Friday | 08:30 - 15:00,Public
Gauteng,Ekurhuleni MM,Ekurhuleni E,springs hall,1851 Corner Plantation And South Main Road Springs,Monday to Friday | 08:30 - 15:00,Public
Gauteng,Ekurhuleni MM,Ekurhuleni E,Tsakane clinic,10890 Zulu Street Tskane,Monday to Friday | 08:30 - 15:00,Public
Gauteng,Ekurhuleni MM,Ekurhuleni E,Tsakane Clinic Ext 10,"13811 Mashele St, Tsakane, Brakpan",Monday to Friday | 08:30 - 15:00,Public
Gauteng,Ekurhuleni MM,Ekurhuleni N,Actonville Community Hall,"732 Khan Crescent, Actonville, Benoni",Monday to Friday | 08:30 - 15:00,Public
Gauteng,Ekurhuleni MM,Ekurhuleni N,Boksburg Civic Hall,Cnr Trichardt And Commissioner Road,Monday to Friday | 08:30 - 15:00,Public
Gauteng,Ekurhuleni MM,Ekurhuleni N,Christian family Church Drive Through,"Shop 3, Green Valley Shopping Centre, Corner Greenstone and Stoneridge Drive, Greenstone Hills, Ext. 31, G.P.",Monday to Friday | 08:30 - 15:00,Public
Gauteng,Ekurhuleni MM,Ekurhuleni N,Esangweni CHC christian church international,219 Mpilo Street Esangweni Section,Monday to Friday | 08:30 - 15:00,Public
Gauteng,Ekurhuleni MM,Ekurhuleni N,Kempton Park Civic Centre,Civic Centre Cnr Cr Swart And Pretoria Road Kempton Park,Monday to Friday | 08:30 - 15:00,Public
Gauteng,Ekurhuleni MM,Ekurhuleni N,Midstream Ridge Laerskool,"Olifantsfontein 410-JR, Olifantsfontein",Monday to Friday | 08:30 - 15:00,Public
Gauteng,Ekurhuleni MM,Ekurhuleni N,Rabosotho hall,Corner Andrew Mapheto and George Nyanga Streets,Monday to Friday | 08:30 - 15:00,Public
Gauteng,Ekurhuleni MM,Ekurhuleni N,Tembisa Hospital,"539 -541 Reverend R.T.J. Namane Dr, Hospital View, Tembisa, 1632",Monday to Friday | 08:30 - 15:00,Public
Gauteng,Ekurhuleni MM,Ekurhuleni S,Alberton North Clinic (@Alberton Civic Centre Hall),"Cnr 2Nd Avenue And Hendrick Potgieter, Alberton North",Monday to Friday | 08:30 - 15:00,Public
Gauteng,Ekurhuleni MM,Ekurhuleni S,Bertha Gqxowa Hospital (Kobie Muller Hall),"Corner of Angus and Joubert Streets, Germiston",Monday to Friday | 08:30 - 15:00,Public
Gauteng,Ekurhuleni MM,Ekurhuleni S,DH Williams Hall,97 Bainskloof Str Glenharvie Westonaria,Monday to Friday | 08:30 - 15:00,Public
Gauteng,Ekurhuleni MM,Ekurhuleni S,Jabulani Dumane CHC,257 Nguza Street Ext 2 Vosloorus,Monday to Friday | 08:30 - 15:00,Public
Gauteng,Ekurhuleni MM,Ekurhuleni S,Palm ridge Community Centre,"41 Palm Ridge road, Palm Ridge",Monday to Friday | 08:30 - 15:00,Public
Gauteng,Ekurhuleni MM,Ekurhuleni S,Phola Park CHC,10054 Mzimkhulu Street Ext 5 Thokoza,Monday to Friday | 08:30 - 15:00,Public
Gauteng,Ekurhuleni MM,Ekurhuleni S,Thelle Mogoerane Hospital,"12390 Nguza street, Vosloorus",Monday to Friday | 08:30 - 15:00,Public
Gauteng,Ekurhuleni MM,Ekurhuleni S,Thokoza youth center,112 Siemert Road,Monday to Friday | 08:30 - 15:00,Public
Gauteng,Ekurhuleni MM,Ekurhuleni S,Vosloorus hall,30 Ditsego Street Vosloorus X1,Monday to Friday | 08:30 - 15:00,Public
Gauteng,Ekurhuleni MM,Ekurhuleni S,gp Thelle Mogoerane Regional Hospital,"12390 Nguza street, Vosloorus, 1486",Monday to Friday | 08:30 - 15:00,Public
Gauteng,Johannesburg MM,Johannesburg A SD,Diepsloot youth Centre,"Stand 5355 Diepsloot Ext 7, Pear street",Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg A SD,Kanana Community Hall,"Dassievanger Crescent, Rabieridge, Midrand",Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg A SD,Lord Khanyile Hall,22 De Waal Street,Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg A SD,Midrand LA EMS,"19 First Rd, Halfway Gardens, Midrand",Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg A SD,Witkoppen Clinic,"105 William Nicol, Fourways",Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg B SD,Berairo Recreational Hall,Cnr Hoover And Dolores Street Berario Crosby,Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg B SD,Danny Van Zyl recreational centre,"565 113 Strand Strand Street,",Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg B SD,Houghton West Drive,"49 West street Houghton Estate,Johannesburg",Monday to Thursday | 08:00 - 16:00 Saturday | 08:00-14:00,Public
Gauteng,Johannesburg MM,Johannesburg B SD,Parkhurst Recreational Centre,Cnr 14Th Street And 5Th Avenue Parkhurst,Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg C SD,Discoverers CHC,35 Clarendon Drive Discovery Roodepoort,Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg C SD,Fleurhof Recreation Centre,Corner Malacite & Spinel Avenue Fleurhof,Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg C SD,Roodepoort Town Hall,172 Belandina Street Roodepoort Exner Street,Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg C SD,Tshepisong clinic,"3242 Galela Street, Phase 4, Tsepisong, Roodepoort",Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg C SD,Witpoortjie Community Hall,"8 Harry Street, Princess, Roodepoort",Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg C SD,Zandspruit Shopping Centre,"CN Beyes and Marina Drive, Zandspruit",Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg D SD,CHBAH Recreational Centre,126 Chris Hani Road,Monday to Sunday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg D SD,Chiawelo CHC,1753 Rihlampfu Street Ciawelo,5 days,Public
Gauteng,Johannesburg MM,Johannesburg D SD,Diepkloof Community Hall,7648 Redshaw Road Diepkloof,5 days,Public
Gauteng,Johannesburg MM,Johannesburg D SD,Grace Bible Church Drive thru,"12th lane; 593 Ben Swart road, Gezina",5 days,Public
Gauteng,Johannesburg MM,Johannesburg D SD,Itireleng CHC,5/6 Elias Motsoaledi Road Dobsonville,5 days,Public
Gauteng,Johannesburg MM,Johannesburg D SD,Kopanong Community Hall,1 Berg Street Rosettenville,5 days,Public
Gauteng,Johannesburg MM,Johannesburg D SD,Makhaya Community Hall,666 Koma Road and Ellias Motsoaledi Road,5 days,Public
Gauteng,Johannesburg MM,Johannesburg D SD,Meadowlands zone 10 Hall,Stand 293 - 8 Heckroodt Circle Meadowlands Ext 2 Soweto 1852,5 days,Public
Gauteng,Johannesburg MM,Johannesburg D SD,Naledi Community Hall,676 Legoale Street Naledi,5 days,Public
Gauteng,Johannesburg MM,Johannesburg D SD,Naledi Ext 2 Sports Centre,"LETSATSI STREET, EXTENSION 2, NALEDI",5 days,Public
Gauteng,Johannesburg MM,Johannesburg E SD,Alexandra CHC,33 Arkwright Road Wynburg,Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg E SD,Altrek Sport Complex Alexandra Eastbank,386 Eastbank Avenue Alexandra,Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg E SD,Discovery Health,1 Discovery Place Sandton,Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg E SD,Hatzolah Medical Rescue 2,"50 Saxon Road ,Hurlingham",Sunday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg E SD,Klipfontein Community Hall,Corner Allandale & Saraseen Klipfontein,Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg E SD,Marlboro Sport Complex,1 Von Wielligh Street,Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg E SD,Tara Hospital,"386 East bank Avenue, Alexandra",Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg E SD,Wendy wood Sports and Recreational Centre,77 Darwin Street Wendywood,Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg F SD,Charlotte Maxeke Hospital,Corner of Jubilee Street and York Streets,Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg F SD,GROSVENOR RECREATION CENTRE,"46 5th Avenue& Battery Street, Mayfair",Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg F SD,Hillbrow CHC,Klein And Smith Street Hillbrow,Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg F SD,Mondeor Recreational Centre,"276 Daylesford Rd, Mondeor",Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg F SD,Yeoville recreation centre,Corner Kenmere And Hopkins Street Yeoville,Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg G SD,Albertus Pop Hall,"Corner Goud& Amtis Road, Eldorado Park",Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg G SD,Arekopaneng Community Hall,"14356 Main Road, Ext 8 Orange Farm",Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg G SD,Chris Hani MultiPurpose Hall,"7714,Orange farm ext 3 Stretford",Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg G SD,Ennerdale Ext 9 Community Centre,Cnr Katz Road And Smith Walk Street Ennerdale Ext 9,Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg G SD,Freedom park clinic,2572 Zodiac Circle Freedom Park,Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg G SD,Lenasia South Extension 5 Clinic,3 Cosmos Street,Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg G SD,Lenasia South Hospital,3 Cosmos Street,Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg G SD,Poortjie Community Hall,"Stand 737 Kubheita str, Poortjie",Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg G SD,Stretford CHC,15573 Link Road Orange Farm Ext 2,Monday to Friday | 08:00 - 16:00,Public
Gauteng,Johannesburg MM,Johannesburg G SD,Weilers Farm Hall at Clinic,15 E Riley Road,Monday to Friday | 08:00 - 16:00,Public
Gauteng,Sedibeng DM,Emfuleni LM,Bophelong Methodist Church,"281 Bokwe Street, Bophelong",Monday to Friday | 08:00 - 15:00,Public
Gauteng,Sedibeng DM,Emfuleni LM,Johan Heyns CHC,Cnr Frikkie Meyer And Pasteur Boulevard,5 days,Public
Gauteng,Sedibeng DM,Emfuleni LM,Lakeside Multipurpose Centre,"Mossie Road, Vereeniging",Monday to Friday | 08:00 - 15:00,Public
Gauteng,Sedibeng DM,Emfuleni LM,Levai Mbatha CHC,"Cnr Easton Road & Hamilton Road, Mafatsana",5 days,Public
Gauteng,Sedibeng DM,Emfuleni LM,mafatsana thusong hall,12527 Ainsley Street Kagiso 1 Kagiso Krugersdorp,5 days,Public
Gauteng,Sedibeng DM,Emfuleni LM,Market banquet hall,22 Market Avenue Vereeniging,5 days,Public
Gauteng,Sedibeng DM,Emfuleni LM,President Hyper,"Vaal Rd & Playfair blvd, Vanderbijlpark",Monday to Friday | 08:00 - 16:00,Public
Gauteng,Sedibeng DM,Emfuleni LM,Saul Tsotetsi,"Unit 24, Sebokeng",5 days,Public
Gauteng,Sedibeng DM,Emfuleni LM,Sebokeng Hospital,Moshoeshoe Street,5 days,Public
Gauteng,Sedibeng DM,Emfuleni LM,Sharpeville Community Health Centre,9173 Zwane Street,5 days,Public
Gauteng,Sedibeng DM,Lesedi LM,Impumelelo Hall,"2263 Vezi Street, Mpumelelo, Devon",5 days,Public
Gauteng,Sedibeng DM,Lesedi LM,Ratanda,2844 Boschoek Street Ratanda Heidelberg,5 days,Public
Gauteng,Sedibeng DM,Midvaal LM,Bantu-Bonke Hall,Panfontein,Monday to Friday | 08:00 - 15:00,Public
Gauteng,Sedibeng DM,Midvaal LM,Mamello Clinic,Vaal Marina,Monday to Friday | 08:00 - 15:00,Public
Gauteng,Sedibeng DM,Midvaal LM,Midvaal Community Development Centre (Clinic),28 Mitchell Road Meyerton,Monday to Friday | 08:00 - 15:00,Public
