Province,District,Sub-district,Vaccination site,Address,Open days per week,Type
Western Cape,Cape Town MM,CT Western SD,Medscheme Cape Town,"Block F, The Boulevard, Searle Street",5 days,Afrocentric (Private)
Western Cape,Garden Route DM,George LM,Clicks Pharmacy George 2,"Pick n Pay Centre, 4th Street, George",5 days,Clicks (Private)
Western Cape,Garden Route DM,Mossel Bay LM,Clicks Pharmacy Langeberg Mall,"Shop 15 Langerberg Mall, Fourie Road, Voorbaai, Mosselbay",5 days,Clicks (Private)
Western Cape,Garden Route DM,Mossel Bay LM,Clicks Pharmacy Mossel Bay,Louis Fourie Road,5 days,Clicks (Private)
Western Cape,Cape Winelands DM,Breede Valley LM,Clicks Pharmacy Mountain Mill,"Shop 111 Mountain Mill Dr, Hospital Hill, Worcester",5 days,Clicks (Private)
Western Cape,Central Karoo DM,Beaufort West LM,Clicks Pharmacy Beaufort West,"115 Donkin St, Beaufort West",5 days,Clicks (Private)
Western Cape,Cape Winelands DM,Witzenberg LM,Clicks Pharmacy Ceres,"Shop 3 Pick 'n Pay Centre, Voortrekker Street, Ceres",5 days,Clicks (Private)
Western Cape,Overberg DM,Swellendam LM,Clicks Pharmacy Swellendam,"Shop No 1 Swellenmark Mall Swellendam, Main Road, Swellendam",5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Western SD,Clicks Pharmacy Westcoast Village,"Shop 16, West Coast Village Shopping Centre, CNR West Coast & Sandown Roads, Sunningdale",5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Western SD,Clicks Pharmacy The Paddocks,Racecourse Road,5 days,Clicks (Private)
Western Cape,West Coast DM,Matzikama LM,Clicks Pharmacy Vredendal Mall,Church Street,5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Eastern SD,Waterstone Village Clicks Pharmacy,C/O Main Road and R44,5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Western SD,Clicks Pharmacy V & A Waterfront,Dock Road,5 days,Clicks (Private)
Western Cape,Overberg DM,Overstrand LM,Clicks Pharmacy Gansbaai,Main Road,5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Western SD,Clicks Pharmacy Melkbos,2 Birkenhead Shopping Centre,5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Western SD,Clicks Pharmacy Table Bay Mall,Table Bay Mall,5 days,Clicks (Private)
Western Cape,Overberg DM,Overstrand LM,Clicks Pharmacy Hermanus,Main Street,5 days,Clicks (Private)
Western Cape,West Coast DM,Swartland LM,Clicks Pharmacy Malmesbury,Cnr Hill & Voortrekker Streets,5 days,Clicks (Private)
Western Cape,Garden Route DM,George LM,Clicks Pharmacy George CBD,Mark Street,5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Tygerberg SD,Clicks Pharmacy Delft Mall,"Delft Mall, Hindle Road",5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Western SD,Clicks Pharmacy Seaside Village,Cnr Otto Du Plessis Drive & Cormorant Road,5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Northern SD,Clicks Pharmacy Pinehurst,Pinehurst Mall,5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Northern SD,Clicks Pharmacy Tygervalley,"Shop 533, Tygervalley Shopping Centre, Bill Bezuidenhout Avenue",5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Southern SD,Clicks Pharmacy Constantia Emporium,"Constantia Emporium, Ladies Mile Rd, Constantia",5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Northern SD,Clicks Pharmacy Edgemead,"Edgemead Shopping Centre, Louis Thibault Drive",5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Northern SD,Clicks Pharmacy Durbanville,"Shop 1, Durbanville Shopping Centre, CNR Main & Wellington Roads",5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Southern SD,Clicks Pharmacy Blue Route,G4 Main Road,5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Southern SD,Clicks Pharmacy Ashers,171 Main Road,5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Southern SD,Clicks Pharmacy Prospur,76 Churchill Road,5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Southern SD,Clicks Pharmacy Capricorn Square,Cnr Prince George Drive & Drury Road,5 days,Clicks (Private)
Western Cape,West Coast DM,Saldanha Bay LM,Clicks Pharmacy Witteklip Mall,Saldahna Road,5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Tygerberg SD,Clicks Pharmacy Goodwood,"Goodwood Mall, Cnr Macdonald Street & Voortrekker Roads, Goodwood",5 days,Clicks (Private)
Western Cape,Cape Winelands DM,Drakenstein LM,Clicks Pharmacy Welgelee Plein,Cnr Champagne & Piet Retief Streets,5 days,Clicks (Private)
Western Cape,Cape Winelands DM,Drakenstein LM,Clicks Pharmacy Laborie Centre,Main Road,5 days,Clicks (Private)
Western Cape,Cape Winelands DM,Drakenstein LM,Clicks Pharmacy Paarl Mall,Cnr Vlei & Jones Roads,5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Northern SD,Clicks Pharmacy Tygervalley (Intercare),Cnr Old Oak & Durban Roads,5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Northern SD,Clicks Pharmacy Brackenfell Centre,Corner of Old Paarl Road and Jeannette Street,5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Western SD,Clicks Pharmacy Observatory,"364 Main Road, Cnr Browning and Main Road",5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Eastern SD,Clicks Pharmacy Zevenwacht,Cnr Van Rebeeck & Stellenbosch Roads,5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Western SD,Clicks Pharmacy Golden Acre,Castle Street,5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Northern SD,Clicks Pharmacy Soneike,C/O Bottelery Road & Amandal Drive,5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Western SD,Clicks Pharmacy Glengarrif,2 Main Road,5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Southern SD,Clicks Pharmacy Constantia,"Shop 12 & 13, Constantia Courtyard Shopping Centre, Main Road",5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Klipfontein SD,Vangate Mall Clicks Pharmacy,Vanguard Drive,5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Western SD,Clicks Pharmacy Pinelands (Howard Centre),Howard Drive,5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Western SD,Clicks Pharmacy Canal Walk,103 Lower Level,5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Western SD,Clicks Pharmacy Adderley Street,Senso Centre Adderley Street,5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Northern SD,N1 City Clicks Pharmacy,"Shop 6, N1 City, Frans Conradie Drive",5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Southern SD,Clicks Pharmacy Kenilworth,Doncaster Road,5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Tygerberg SD,Clicks Pharmacy Airport Shopping Centre Belhar,Cnr Stellenbosch Arterial Road & Belhar Drive,5 days,Clicks (Private)
Western Cape,Cape Winelands DM,Drakenstein LM,Clicks Pharmacy Paarl,20 Lady Grey Street,5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Southern SD,Clicks Pharmacy Hout Bay,Cnr Main & Princess Roads,5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Western SD,Clicks Pharmacy Gardens Centre,Mill Street,5 days,Clicks (Private)
Western Cape,Cape Town MM,CT Eastern SD,Clicks Pharmacy Strand Square,Cnr Mills & Fagan Streets,5 days,Clicks (Private)
Western Cape,West Coast DM,Saldanha Bay LM,Dis-Chem Weskus Mall Pharmacy,110 Saldanha Road,6 days,Dis-Chem (Private)
Western Cape,Cape Town MM,CT Northern SD,Dis-Chem Parow Centre Pharmacy,Corner Voortrekker & De la Rey Streets,6 days,Dis-Chem (Private)
Western Cape,Cape Town MM,CT Northern SD,Dis-Chem Tygervalley Pharmacy,39 Carl Cronje Road,6 days,Dis-Chem (Private)
Western Cape,Cape Town MM,CT Southern SD,Dis-Chem Claremont Pharmacy,178/182 Main Road,6 days,Dis-Chem (Private)
Western Cape,Cape Town MM,CT Southern SD,Dis-Chem Noordhoek Pharmacy,Cnr Ou Kaapse Weg Noordhoek Main Road,6 days,Dis-Chem (Private)
Western Cape,Cape Town MM,CT Northern SD,Discovery - Virgin Active N1 City,"N1 City Value Mall, 102 Solly Smiedt St, Goodwood, Cape Town, 7460",7 days,Discovery (Private)
Western Cape,Cape Town MM,CT Southern SD,Discovery - Virgin Active Claremont,"1st Floor, MontClare Place cnr Main Road &, Campground Rd, Claremont, Cape Town, 7708",7 days,Discovery (Private)
Western Cape,Garden Route DM,Knysna LM,Sedgefield Pharmacy,"49 Main Service Road, Sedgefield",6 days,ICPA (Private)
Western Cape,Garden Route DM,Mossel Bay LM,Mosskem Apteek,"Spar Centre, Cnr Kompanje & Onderbos Avenue, Hartenbos, 6520",6 days,ICPA (Private)
Western Cape,Overberg DM,Overstrand LM,Albertyn Pharmacy,Botriver Road,6 days,ICPA (Private)
Western Cape,West Coast DM,Bergrivier LM,Pharmacy At Spar Laaiplek,Cnr Voortrekker and Jameson Street,6 days,ICPA (Private)
Western Cape,Cape Town MM,CT Eastern SD,Waterstone Pharmacy,Waterstone Village c/o R44 & Main Rd,6 days,ICPA (Private)
Western Cape,Cape Town MM,CT Tygerberg SD,M-Kem Medicine City,"Oakdale Centre, 224 Durban Road, Bellville, 7530",6 days,ICPA (Private)
Western Cape,Cape Town MM,CT Eastern SD,Baykem Pharmacy,"Shop 24 Village Walk Centre, Lancaster Street, Gordan's Bay",6 days,ICPA (Private)
Western Cape,Cape Town MM,CT Northern SD,Vitacare Pharmacy - Plattekloof,"Plattekloof Centre, Olienhout Avenue Plattekloof",6 days,ICPA (Private)
Western Cape,Cape Winelands DM,Stellenbosch LM,Simonsrust Pharmacy,"C/o Cluver & Helshoogte Road, Stellenbosch",6 days,ICPA (Private)
Western Cape,Cape Town MM,CT Klipfontein SD,Rondebosch East Pharmacy,88 Kromboom Road,6 days,ICPA (Private)
Western Cape,Cape Town MM,CT Klipfontein SD,Braude's Pharmacy,"31B Lawrence Rd, Athlone, Cape Town",6 days,ICPA (Private)
Western Cape,Cape Winelands DM,Stellenbosch LM,Stelkor Pharmacy,34 Piet Retief Street,6 days,ICPA (Private)
Western Cape,Cape Winelands DM,Stellenbosch LM,Franschhoek Pharmacy,62 Huguena T Road,6 days,ICPA (Private)
Western Cape,Cape Town MM,CT Tygerberg SD,Parow Family Pharmacy,Cnr Jan Van Riebeeck & Voortrekker Street,6 days,ICPA (Private)
Western Cape,Cape Town MM,CT Southern SD,Warrens Pharmacy,71 Main Road,6 days,ICPA (Private)
Western Cape,Cape Town MM,CT Western SD,Salmarz Pharmacy,"TK001 & TK002 Ground floor, The Park Lane, Alexandra road, Pinelands, Cape Town",6 days,ICPA (Private)
Western Cape,Cape Town MM,CT Southern SD,Vitacare Pharmacy - Rondebosch,"Riverside Mall, Main Road Rondebosch",6 days,ICPA (Private)
Western Cape,Cape Town MM,CT Southern SD,Steenberg Pharmacy,"Military Rd, Steenberg, Cape Town, 7947",6 days,ICPA (Private)
Western Cape,West Coast DM,Swartland LM,Geard Pharmacy,"69 Voortrekker Road, Malmesbury",6 days,ICPA (Private)
Western Cape,Garden Route DM,Mossel Bay LM,Life Bay View Private Hospital,Cnr Alhof and Ryk Tulbach Streets,5 days,Life Healthcare (Private)
Western Cape,Garden Route DM,Knysna LM,Life Knysna Pvt Hosp,Hunters Estate Drive,5 days,Life Healthcare (Private)
Western Cape,Cape Town MM,CT Southern SD,Life Kingsbury Hosp,23 Wilderness Road,5 days,Life Healthcare (Private)
Western Cape,West Coast DM,Saldanha Bay LM,Life West Coast Private Hospital,22 Voortrekker Street,5 days,Life Healthcare (Private)
Western Cape,Cape Town MM,CT Southern SD,Sun Valley No 2 Pharmacy,"G68, Buller Louw Blvd, Noordhoek, Cape Town",5 days,Medicare (Private)
Western Cape,Cape Town MM,CT Southern SD,Wynberg Pharmacy,222 Main Road,5 days,Medicare (Private)
Western Cape,Overberg DM,Overstrand LM,Mediclinic Hermanus Hosp,Ravenscroft Road,5 days,Mediclinic (Private)
Western Cape,Cape Winelands DM,Drakenstein LM,Mediclinic Paarl,"Berlyn Street, Noorder Paarl Western Cape",5 days,Mediclinic (Private)
Western Cape,Cape Town MM,CT Tygerberg SD,Mediclinic Louis Leipoldt Hosp,Broadway Road,5 days,Mediclinic (Private)
Western Cape,Cape Town MM,CT Northern SD,Mediclinic Cape Gate Hosp,Tanner Street Cnr Okavango and Tanner Roads,5 days,Mediclinic (Private)
Western Cape,Cape Town MM,CT Western SD,Mediclinic Cape Town Hosp,21 Hof Street Oranjezicht,5 days,Mediclinic (Private)
Western Cape,Cape Town MM,CT Western SD,Mediclinic Milnerton Hosp,117 Racecourse Road Cnr Racecourse and Koeberg Road,5 days,Mediclinic (Private)
Western Cape,Cape Winelands DM,Stellenbosch LM,Mediclinic Winelands Orthopaedic Hospital,"cnr Saffraan & Rokewood Avenue, Die Boord, Stellenbosch",5 days,Mediclinic (Private)
Western Cape,Cape Town MM,CT Northern SD,Mediclinic Durbanville Hosp,45 Wellington Road,5 days,Mediclinic (Private)
Western Cape,Cape Town MM,CT Southern SD,Mediclinic Constantiaberg Hospital,Burnham Road,5 days,Mediclinic (Private)
Western Cape,Garden Route DM,Oudtshoorn LM,Mediclinic Klein Karoo Hospital,185 Church Street,5 days,Mediclinic (Private)
Western Cape,Cape Town MM,CT Eastern SD,Mediclinic Vergelegen Hosp,70 Main Road,5 days,Mediclinic (Private)
Western Cape,Cape Town MM,CT Tygerberg SD,Momentum Metropolitan Vaccination Centre-Belville,"Parc Du Cap, Building 5 - Ground floor 5 Mispel Street, Bellville, 7535",5 days,Momentum (Private)
Western Cape,Garden Route DM,George LM,Pick n Pay Pharmacy George,"Pick 'n Pay Centre, Knysna Road George,6530",6 days,Pick n Pay (Private)
Western Cape,Cape Town MM,CT Northern SD,Pick N Pay Pharmacy - Plattekloof,Plattekloof Village Centre Cnr Plattekloof & Gert v Rooyen Rd,6 days,Pick n Pay (Private)
Western Cape,Cape Town MM,CT Mitch Plain SD,Pick n Pay Pharmacy Promenade,"Shop 1, Promenade shopping centre, Cnr AZ Berman Drive and Morgenster road Promenade Mitchells Plain Western Cape 7785",6 days,Pick n Pay (Private)
Western Cape,Garden Route DM,Kannaland LM,Zoar Sports Club,Route 62 Main Road,1 day,Public
Western Cape,Central Karoo DM,Beaufort West LM,Nelspoort Clinic,"Hopsital street, Nelspoort",1 day,Public
Western Cape,Central Karoo DM,Laingsburg LM,Matjiesfontein Satellite Clinic,Laingsburg,1 day,Public
Western Cape,Central Karoo DM,Prince Albert LM,Klaarstroom Satellite Clinic,Bloekam Street,1 day,Public
Western Cape,Garden Route DM,Bitou LM,Crags Clinic,Geelhout Street Kurland The Crags,1 day,Public
Western Cape,Garden Route DM,Bitou LM,Kranshoek Clinic,"378 Van Rooyen Street, Kranshoek",1 day,Public
Western Cape,Overberg DM,Cape Agulhas LM,Bredasdorp Glaskasteel,"South Steet, Bredasdorp",1 day,Public
Western Cape,Garden Route DM,Hessequa LM,Slangrivier Satellite Clinic,School Street,1 day,Public
Western Cape,Cape Winelands DM,Witzenberg LM,Nduli Clinic,"53 Chris Hani Drive, Nduli, Ceres, 6834",1 day,Public
Western Cape,Garden Route DM,Kannaland LM,Van Wyksdorp Kerksaal,Main Road,1 day,Public
Western Cape,Garden Route DM,Knysna LM,Keurhoek Satellite Clinic,44 Watson Street Rheenendal Knysna 6576,1 day,Public
Western Cape,Garden Route DM,Knysna LM,Karatara Satellite Clinic,"Kerk Street, Karatara",1 day,Public
Western Cape,Garden Route DM,Oudtshoorn LM,Dysselsdorp Clinic,Bokkraal Avenue Dysselsdorp,1 day,Public
Western Cape,Garden Route DM,Oudtshoorn LM,De Rust (Blommenek) Clinic,Bloemnek Road De Rust,1 day,Public
Western Cape,Garden Route DM,Hessequa LM,Melkhoutfontein Satellite Clinic,Erica Cresent Melkhoutfontein,1 day,Public
Western Cape,Cape Winelands DM,Stellenbosch LM,Kayamandi Corridor,George Blake Street,1 day,Public
Western Cape,Cape Winelands DM,Breede Valley LM,Rawsonville VGK Church Hall,37 Denova Street,1 day,Public
Western Cape,Overberg DM,Theewaterskloof LM,Greyton Satellite Clinic,1 Park Street,1 day,Public
Western Cape,Cape Winelands DM,Langeberg LM,Chris Van Zyl Hall,Voortrekker Road,1 day,Public
Western Cape,Cape Winelands DM,Langeberg LM,Montagu Community Hall,Wilhelm Thys Avenue,1 day,Public
Western Cape,Cape Winelands DM,Langeberg LM,Ashton Town Hall,12 Swart Street,1 day,Public
Western Cape,Central Karoo DM,Beaufort West LM,Merweville Satellite Clinic,Hugenoot Street,1 day,Public
Western Cape,Cape Winelands DM,Stellenbosch LM,Groendal Community Hall,"29 Stiebeuel Str, Le Roux, Franschoek, 7690",1 day,Public
Western Cape,Cape Winelands DM,Witzenberg LM,Bella Vista Clinic,"Krisante Street, Bella Vista, 6837",1 day,Public
Western Cape,Cape Winelands DM,Stellenbosch LM,Eikestad Hall,87 Lang Street,1 day,Public
Western Cape,Cape Winelands DM,Witzenberg LM,Prince Alfred Hamlet Clinic,"Meul Street, Prince Alfred Hamlet",1 day,Public
Western Cape,Cape Winelands DM,Witzenberg LM,Op die Berg Clinic,"C/O Church & Sonkruin Avenue, Op Die Berg, Koue Bokkeveld, Ceres",1 day,Public
Western Cape,Cape Winelands DM,Witzenberg LM,Tulbagh Clinic,"Steinthal Road, Tulbagh, 6800",1 day,Public
Western Cape,Cape Winelands DM,Witzenberg LM,Wolseley Clinic,"C/O Eufees and Piet Retief Street, Wolseley",1 day,Public
Western Cape,Central Karoo DM,Prince Albert LM,Leeu-Gamka Clinic,"Duiker Street, Leeu Gamka",1 day,Public
Western Cape,Cape Winelands DM,Stellenbosch LM,Klapmuts Multi-Purpose Centre,"Klapmuts, 7625",1 day,Public
Western Cape,Overberg DM,Cape Agulhas LM,Nuwedorp Mobile Post,Nuwedorp,1 day,Public
Western Cape,Overberg DM,Theewaterskloof LM,Bereaville Satellite Clinic,"Lang Street, Beaville",1 day,Public
Western Cape,Overberg DM,Theewaterskloof LM,Voorstekraal Satellite Clinic,"Helderstroom Road, Voorstekraal",1 day,Public
Western Cape,Overberg DM,Swellendam LM,Buffeljagsrivier Clinic,H/V Oliverdale And Stout Lane,1 day,Public
Western Cape,Overberg DM,Swellendam LM,Suurbraak Clinic,"Helm Circle, Suurbraak",1 day,Public
Western Cape,Overberg DM,Cape Agulhas LM,Railton Community Hall,"Reisiebaan Street, Railton",1 day,Public
Western Cape,Overberg DM,Cape Agulhas LM,Nelson Mandela Hall,"DC Bastiaan Street, Bredasdorp",1 day,Public
Western Cape,Overberg DM,Cape Agulhas LM,Swellendam Showgrounds,"Station Street, Swellendam",1 day,Public
Western Cape,Overberg DM,Overstrand LM,Caledon/Hermanus/Stanford Mobile 4,"C/O Dreyer and Mathilda May Street, Stanford",1 day,Public
Western Cape,Overberg DM,Overstrand LM,Mooi Uitsig Community Hall,"Mooi Uitsig, Bettysbay",1 day,Public
Western Cape,Overberg DM,Overstrand LM,Chapel Bettysbay,"Lakeside Road, Bettysbay",1 day,Public
Western Cape,Overberg DM,Cape Agulhas LM,Waenhuiskrans Satellite Clinic,"Aghulhas Street, Wave Crest",1 day,Public
Western Cape,Overberg DM,Cape Agulhas LM,Elim Satellite Clinic,Diw Werf Elim,1 day,Public
Western Cape,Overberg DM,Cape Agulhas LM,Bredasdorp Mobile 1,"C/O Lang & Recreations street, Bredasdorp",1 day,Public
Western Cape,Overberg DM,Cape Agulhas LM,Bredasdorp Mobile 2,"C/O Lang & Recreation Street, Bredasdorp",1 day,Public
Western Cape,Overberg DM,Swellendam LM,Fort Haven Hall Barrydale,"Heidelaan, Fort Haven, Barrydale",1 day,Public
Western Cape,Overberg DM,Cape Agulhas LM,Struisbaai Clinic,"Molshoop Deining Avenue, Struisbaai",1 day,Public
Western Cape,Overberg DM,Cape Agulhas LM,Napier Clinic,H/R Volhan En Wes Street Napierbredasdorp,1 day,Public
Western Cape,Overberg DM,Overstrand LM,Mount Pleasant Moffat Hall,"Dahlia Street, Mount Pleasant, Hermanus",2 days,Public
Western Cape,Overberg DM,Overstrand LM,Zwelihle Community Hall,"Lusiba Road, Zwelihle, Hermanus",2 days,Public
Western Cape,Cape Town MM,CT Eastern SD,Nomzamo Community Hall,"Cnr Solomon & Nombula Street, Nomzamo, 7140",2 days,Public
Western Cape,Garden Route DM,Knysna LM,Sedgefield Clinic,Pelican Lane Sedgefield Behind Police Station,2 days,Public
Western Cape,Overberg DM,Overstrand LM,Stanford Clinic,Cnr Mathilda And Dreyer Streeet,2 days,Public
Western Cape,Garden Route DM,Hessequa LM,Albertinia Theronsville Hall,Theronsville,2 days,Public
Western Cape,Overberg DM,Overstrand LM,Hawston Thusong Hall,2 Church Street,2 days,Public
Western Cape,Garden Route DM,Hessequa LM,Gouritsmond Hall,,2 days,Public
Western Cape,Garden Route DM,Kannaland LM,Ladismith DRC Church Hall,Queen Street,2 days,Public
Western Cape,Garden Route DM,Kannaland LM,Calitzdorp DRC Church Hall,Main Road,2 days,Public
Western Cape,Overberg DM,Theewaterskloof LM,Genadendal Clinic,"Hester Dorothea Hall, Genadendal, 7234",3 days,Public
Western Cape,Overberg DM,Theewaterskloof LM,Botrivier Clinic,Fontein Street,3 days,Public
Western Cape,Overberg DM,Theewaterskloof LM,Villiersdorp Clinic,1A Protea Street,3 days,Public
Western Cape,Overberg DM,Overstrand LM,Proteadorp Community Hall,Protea Road,3 days,Public
Western Cape,Overberg DM,Theewaterskloof LM,Grabouw Kleinbegin/Timbers,28 Worcester Street,3 days,Public
Western Cape,Garden Route DM,Bitou LM,Kwanokuthula CDC,4918 Sishuba Street Kwanokuthula,3 days,Public
Western Cape,Overberg DM,Overstrand LM,Sports Hall Gansbaai,Municipal Centre,3 days,Public
Western Cape,Garden Route DM,Hessequa LM,Heidelberg Duivenhoks Hall,Eksteen Street,3 days,Public
Western Cape,Garden Route DM,Hessequa LM,Witsand de Duine Hall,Joseph Barry Drive,3 days,Public
Western Cape,Overberg DM,Overstrand LM,Hermanus CDC,Corner Of Swartdam Weg En Gideon Van Wyk Crescent,3 days,Public
Western Cape,Garden Route DM,Hessequa LM,Still Bay Civic Centre,Main Road,4 days,Public
Western Cape,Garden Route DM,Mossel Bay LM,Wolwedans Community Hall,"Vygie Avenue, Wolwedans",4 days,Public
Western Cape,Garden Route DM,Mossel Bay LM,D'Almeida Community Hall,"Mossel Street, D'Almeida",4 days,Public
Western Cape,Garden Route DM,Mossel Bay LM,Mossel Bay Outreach Mobile,"21st Avenue, Mossel Bay hospital",4 days,Public
Western Cape,Cape Town MM,CT Tygerberg SD,CCT Chestnut Satellite Clinic,"Chestnut Way, Belhar",4 days,Public
Western Cape,Garden Route DM,Mossel Bay LM,Alma CDC,Bill Jeffery Ave Ext 23 Mosselbay,4 days,Public
Western Cape,Garden Route DM,Mossel Bay LM,Mossel Bay Town Hall,Marsh Street,4 days,Public
Western Cape,Cape Town MM,CT Eastern SD,Macassar CDC,"Cnr Hospital And Musica Street, Macassar, Cape Town, 7130",5 days,Public
Western Cape,Cape Town MM,CT Khayelitsha SD,Michael Mapongwana CDC,"Steve Biko Road, Harare, Khayelitsha",5 days,Public
Western Cape,Cape Town MM,CT Eastern SD,Mfuleni CDC,"Church Street, Mfuleni",5 days,Public
Western Cape,Cape Town MM,CT Eastern SD,Macassar New Civic,"Burg St, Macassar, Cape Town, 7130",5 days,Public
Western Cape,Cape Town MM,CT Khayelitsha SD,Nolungile CDC,"Solomon Tshuku Street, Khayelitsha Site C, Ikwezi Park, khayelitsha, Cape Town 7784",5 days,Public
Western Cape,Cape Town MM,CT Southern SD,Lotus River CDC,Cnr Of Anita And Delia Road,5 days,Public
Western Cape,Cape Town MM,CT Western SD,West EMS Pinelands,,5 days,Public
Western Cape,Cape Winelands DM,Breede Valley LM,De Doorns Clinic,"Wilger Street, De Doorns, 6875",5 days,Public
Western Cape,Cape Town MM,CT Mitch Plain SD,Lentegeur Hospital Hall,Highlands Drive,5 days,Public
Western Cape,Cape Town MM,CT Southern SD,Lansdowne Library Hall,Cnr Church Street and Lansdowne Road,5 days,Public
Western Cape,Cape Town MM,CT Southern SD,Lady Michaelis CDC,Burnham Rd,5 days,Public
Western Cape,Cape Town MM,CT Eastern SD,Kleinvlei Recreational Hall,"Cnr Albert Philander & Melkbos Streets, Kleinvlei",5 days,Public
Western Cape,Cape Town MM,CT Western SD,Mamre CDC,"Cnr of Liedeman & Adam Street, Mamre, Cape Town 7347",5 days,Public
Western Cape,Cape Town MM,CT Tygerberg SD,Ravensmead CDC,"Florida Street, Ravensmead, Cape Town, 7493",5 days,Public
Western Cape,Cape Town MM,CT Eastern SD,Somerset West Civic - Town Hall,"11 Main Rd, Somerset West, Cape Town, 7130",5 days,Public
Western Cape,Cape Town MM,CT Northern SD,Scottsdene CDC,"Eoan Lane, Scottsdene, Cape Town 7560",5 days,Public
Western Cape,Cape Town MM,CT Tygerberg SD,Stikland Hospital,"De La Haye Avenue, Stikland, Bellville",5 days,Public
Western Cape,Cape Town MM,CT Western SD,Saxonsea Community Hall,14 Hermes Avenue,5 days,Public
Western Cape,Cape Town MM,CT Southern SD,Retreat CHC,136 11Th Avenue Retreat,5 days,Public
Western Cape,Cape Town MM,CT Eastern SD,Strand CDC,"Cortland Place 37 Main Road, Strand, 7140",5 days,Public
Western Cape,Cape Town MM,CT Klipfontein SD,New Apostolic Church,"170 Heideveld Rd, Heideveld, Cape Town, 7764",5 days,Public
Western Cape,Cape Town MM,CT Eastern SD,Kleinvlei CDC,"Corner Of Alber Philander And Melkbos Roads, Kleinvlei, Eersteriver",5 days,Public
Western Cape,Cape Town MM,CT Tygerberg SD,Reed Street CDC,"Reed Street, Bellville",5 days,Public
Western Cape,Cape Town MM,CT Klipfontein SD,Nyanga CDC,"Sithandathu Avenue, Nyanga East",5 days,Public
Western Cape,Cape Town MM,CT Tygerberg SD,University of the Western Cape vaccine site,Robert Sobukwe Road,5 days,Public
Western Cape,Cape Town MM,CT Eastern SD,Nomzamo CDC,"C/O Solomon & Nombula Street, Nomzamo, Strand",5 days,Public
Western Cape,Cape Town MM,CT Western SD,Vanguard CHC,"Cnr Citrus Road Candlewood Road, Bonteheuwel",5 days,Public
Western Cape,Cape Town MM,CT Khayelitsha SD,Solomon Tshuku Hall,"Site - C- Plaza, Solomon Tshuku Ave, Khayelitsha, Cape Town, 7784",5 days,Public
Western Cape,Cape Town MM,CT Western SD,New Somerset Hospital,"Portswood Road, Green Point, Cape Town, 8001",5 days,Public
Western Cape,Cape Town MM,CT Tygerberg SD,Symphony Way CDC,"3 Silversands Road, Symphony Village, Delft",5 days,Public
Western Cape,Cape Town MM,CT Western SD,District Six CDC,"Corner Primrose And Caledon Street, Cape Town, 8000",5 days,Public
Western Cape,Cape Town MM,CT Klipfontein SD,CCT Ruimte Road Satellite Clinic,"Ruimte Road, Manenberg",5 days,Public
Western Cape,Cape Town MM,CT Eastern SD,Eerste River Hospital,"117 Humbolt Avenue, Perm Gardens, Eerste River, 7100",5 days,Public
Western Cape,Cape Town MM,CT Northern SD,Durbanville CDC,"De Villiers Avenue, Durbanville, Cape Town, 7550",5 days,Public
Western Cape,Cape Winelands DM,Breede Valley LM,Empilisweni (Worcester) Clinic,"Mayinjana Ave, Zweletemba, Worcester, 6840",5 days,Public
Western Cape,Cape Winelands DM,Langeberg LM,Happy Valley Clinic,"Happy Valley, Saltana Laan, Bonnievale, 6730",5 days,Public
