date,YYYYMMDD,EC,FS,GP,KZN,LP,MP,NC,NW,WC,total,source
2022-06-10,20220610,4061939,2191640,10173930,5693764,3628325,2219363,729864,2271465,5500973,36471263,https://sacoronavirus.co.za/latest-vaccine-statistics/
2022-06-11,20220611,4062304,2191825,10176499,5694845,3628691,2219566,729911,2272106,5501478,36477225,https://sacoronavirus.co.za/latest-vaccine-statistics/
2022-06-12,20220612,4062390,,10176723,5695306,3628748,2219603,729917,2272569,5501491,36478572,https://sacoronavirus.co.za/latest-vaccine-statistics/
2022-06-13,20220613,4067361,2193906,10183859,5701767,3633813,2223110,730917,2274428,5503851,36513012,https://sacoronavirus.co.za/latest-vaccine-statistics/
2022-06-14,20220614,4073065,2195788,10190506,5709065,3639468,2226577,731889,2276485,5505960,36548803,https://sacoronavirus.co.za/latest-vaccine-statistics/
2022-06-15,20220615,4076900,2197974,10197517,5715133,3645128,2229585,733031,2278152,5509020,36582440,https://sacoronavirus.co.za/latest-vaccine-statistics/
2022-06-16,20220616,4078146,2198133,10198561,5716283,3645802,2230115,733402,2278884,5509210,36588536,https://sacoronavirus.co.za/latest-vaccine-statistics/
2022-06-17,20220617,4081161,2199929,10205235,5720584,3649657,2232461,734153,2280051,5512655,36615886,https://sacoronavirus.co.za/latest-vaccine-statistics/
2022-06-18,20220618,4081546,2200012,10206882,5721670,3649978,2232792,734199,2280742,5513087,36620908,https://sacoronavirus.co.za/latest-vaccine-statistics/
2022-06-19,20220619,4081602,2200013,10207168,5722124,3650044,2232833,,2281219,5513098,36622300,https://sacoronavirus.co.za/latest-vaccine-statistics/
2022-06-20,20220620,4085575,2202066,10214302,5727250,3654319,2235854,734771,2282879,5516023,36653039,https://sacoronavirus.co.za/latest-vaccine-statistics/
2022-06-21,20220621,4090347,2204505,10220924,5733466,3658340,2239546,735583,2284571,5518758,36686040,https://sacoronavirus.co.za/latest-vaccine-statistics/
2022-06-22,20220622,4095186,2206554,10227169,5739384,3663091,2242455,736233,2285874,5521577,36717523,https://sacoronavirus.co.za/latest-vaccine-statistics/
2022-06-23,20220623,4099352,2207947,10232100,5744420,3666080,2245487,737157,2286918,5523816,36743277,https://sacoronavirus.co.za/latest-vaccine-statistics/
2022-06-24,20220624,4101824,2209659,10236907,5748019,3668272,2247951,737937,2288070,5525810,36764449,https://sacoronavirus.co.za/latest-vaccine-statistics/
2022-06-25,20220625,4102089,2209832,10238185,5748598,3668447,2248120,738087,2288263,5526157,36767778,https://sacoronavirus.co.za/latest-vaccine-statistics/
2022-06-26,20220626,4102151,2209833,10238304,5748906,3668487,2248156,738088,2288601,5526222,36768748,https://sacoronavirus.co.za/latest-vaccine-statistics/
2022-06-27,20220627,4104968,2211418,10242988,5751988,3670310,2250297,738708,2289628,5528126,36788431,https://sacoronavirus.co.za/latest-vaccine-statistics/
2022-06-28,20220628,4108403,2213031,10247430,5755325,3672034,2252177,739563,2290653,5529887,36808503,https://sacoronavirus.co.za/latest-vaccine-statistics/
2022-06-29,20220629,4111236,2214558,10251900,5758396,3673865,2254285,740392,2291628,5531596,36827856,https://sacoronavirus.co.za/latest-vaccine-statistics/
2022-06-30,20220630,4113477,2216097,10256051,5761112,3675669,2256590,741242,2292535,5533157,36845930,https://sacoronavirus.co.za/latest-vaccine-statistics/
2022-07-01,20220701,4114417,2217073,10259410,5763001,3676581,2258012,742281,2293034,5534455,36858264,https://sacoronavirus.co.za/latest-vaccine-statistics/
2022-07-02,20220702,4114490,2217103,10260327,5763346,3676683,2258127,742722,2293226,5534674,36860698,https://sacoronavirus.co.za/latest-vaccine-statistics/
